"","site","Gatun_dist","Cano_Quebrado_dist","Trinidad_dist","Ciri_Grande_dist","min_dist","dummy","mean","year","percentage","Oceangoing","Ciri_Grande_max","Trinidad_max","Cano_Quebrado_max","Gatun_max","Ciri_Grande_min","Trinidad_min","Cano_Quebrado_min","Gatun_min","Ciri_Grande_range","Trinidad_range","Cano_Quebrado_range","Gatun_range"
"209","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,1,0.339019607843137,"2016",13,11688,108,73.9,38.2,247,0.367,0.244,0.082,0.251,107.633,73.656,38.118,246.749
"210","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,0,0.339019607843137,"2016",13,11688,108,73.9,38.2,247,0.367,0.244,0.082,0.251,107.633,73.656,38.118,246.749
"211","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,1,0.339019607843137,"2016",13,11688,108,73.9,38.2,247,0.367,0.244,0.082,0.251,107.633,73.656,38.118,246.749
"212","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,0,0.339019607843137,"2016",13,11688,108,73.9,38.2,247,0.367,0.244,0.082,0.251,107.633,73.656,38.118,246.749
"213","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,1,0.339019607843137,"2016",13,11688,108,73.9,38.2,247,0.367,0.244,0.082,0.251,107.633,73.656,38.118,246.749
"214","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","TAC",35307.1371759903,24623.3712741696,11783.9469368501,6668.71850169133,25939.737,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","TAS",9915.62526138415,33123.884112006,38590.5018299905,43350.8933902728,12880.456,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","TME",24216.5906242848,894.404151153207,13778.891177105,22874.8573122282,25613.735,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","TMH",9743.71597206114,24421.3624924082,27847.154645502,32402.0103248981,3912.728,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,1,0.343240740740741,"2017",16,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","MLR",7910.90187426184,23246.4106456374,27738.1044379479,32828.5702651639,5954.871,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","TAC",35307.1371759903,24623.3712741696,11783.9469368501,6668.71850169133,25939.737,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","TAS",9915.62526138415,33123.884112006,38590.5018299905,43350.8933902728,12880.456,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","TMH",9743.71597206114,24421.3624924082,27847.154645502,32402.0103248981,3912.728,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,1,0.348190476190476,"2018",20,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","ARN",30428.7142739255,13869.2749379916,2266.66605623771,9948.50364903185,25332.565,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","BAT",20591.8953470582,20728.8132006056,17671.4322433271,20402.0152096503,10689.48,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","ESC",23426.0581320076,18807.0372303987,13702.138906408,16418.2431695599,14719.139,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","HUM",35937.6716455615,23842.6369092347,10413.3794279523,4785.59435961722,27124.664,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","LAT",24343.6003652747,358.105997715729,14859.7180488225,23984.9251634188,26352.156,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","RAI",28922.5675863019,18315.8697676524,8411.76233678177,10127.8592118374,21113.423,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","TAC",35307.1371759903,24623.3712741696,11783.9469368501,6668.71850169133,25939.737,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","TAS",9915.62526138415,33123.884112006,38590.5018299905,43350.8933902728,12880.456,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","TME",24216.5906242848,894.404151153207,13778.891177105,22874.8573122282,25613.735,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","TMH",9743.71597206114,24421.3624924082,27847.154645502,32402.0103248981,3912.728,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","TMR",31742.9503478206,22590.9018621568,36780.0814274588,45937.8004285664,8771.424,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","M2",35250.9072610082,25953.7087142782,39935.0883824051,49065.6350691072,5232.743,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","M5",33941.9830761875,24698.2645427892,38758.1266695193,47900.7831866536,6519.77,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","M12",33591.3561179688,24584.0846359102,38686.9480451806,47834.8959473604,6872.343,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","RAP",35134.0880670639,25803.6191830836,39787.5877621464,48918.6972759373,5340.872,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","RCO",35305.3240509728,25829.8646699048,39786.9547152142,48914.0403738518,5161.352,1,0.463703703703704,"2019",24,12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","DC1",19028.3808434717,16678.663815354,30779.6562958475,39640.837798094,21509.056,1,0.203333333333333,"2020",26.8,12245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","BCI",13614.4365716764,15252.8150983876,19186.3848092991,25216.3342469678,10988.875,1,0.203333333333333,"2020",26.8,12245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
