site,date,data,Gatun_dist,Cano_Quebrado_dist,Trinidad_dist,Ciri_Grande_dist,min_dist,n,neo_n,Gatun_flow,Cano_Quebrado_flow,Trinidad_flow,Ciri_Grande_flow,min_dist_traffic,min_dist_neo_traffic,Gatun_flow_dist,Cano_Quebrado_flow_dist,Trinidad_flow_dist,Ciri_Grande_flow_dist
ARN,Jan-03,0.04,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000140878,9.72E-05,0.001683018,0.000558143
ARN,Apr-03,0,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,4.33E-05,3.11E-05,0.000761606,0.000240186
ARN,May-03,0,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000108629,5.83E-05,0.001744265,0.000520859
ARN,Jun-03,0,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.00013767,0.000121981,0.002315943,0.000781383
ARN,Aug-03,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000240141,0.000191711,0.003354726,0.001088102
ARN,Sep-03,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000198267,0.000237946,0.004083171,0.001302366
ARN,Oct-03,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.00029133,0.000294377,0.005203796,0.001454029
ARN,Nov-03,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.000663509,0.000439175,0.007394626,0.002262335
ARN,Dec-03,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000524937,0.000294914,0.005015577,0.001695585
ARN,Jan-04,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000140878,9.72E-05,0.001683018,0.000558143
ARN,Feb-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,6.78E-05,4.32E-05,0.00085059,0.000259887
ARN,Mar-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,4.51E-05,2.24E-05,0.000551776,0.00017402
ARN,Apr-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,4.33E-05,3.11E-05,0.000761606,0.000240186
ARN,May-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000108629,5.83E-05,0.001744265,0.000520859
ARN,Jun-04,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.00013767,0.000121981,0.002315943,0.000781383
ARN,Jul-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.00017191,0.000131683,0.002504412,0.000844417
ARN,Aug-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000240141,0.000191711,0.003354726,0.001088102
ARN,Sep-04,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000198267,0.000237946,0.004083171,0.001302366
ARN,Oct-04,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.00029133,0.000294377,0.005203796,0.001454029
ARN,Nov-04,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.000663509,0.000439175,0.007394626,0.002262335
ARN,Dec-04,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000524937,0.000294914,0.005015577,0.001695585
ARN,Jan-05,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000140878,9.72E-05,0.001683018,0.000558143
ARN,Feb-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,6.78E-05,4.32E-05,0.00085059,0.000259887
ARN,Mar-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,4.51E-05,2.24E-05,0.000551776,0.00017402
ARN,Apr-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,4.33E-05,3.11E-05,0.000761606,0.000240186
ARN,May-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000108629,5.83E-05,0.001744265,0.000520859
ARN,Jun-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.00013767,0.000121981,0.002315943,0.000781383
ARN,Jul-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.00017191,0.000131683,0.002504412,0.000844417
ARN,Aug-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000240141,0.000191711,0.003354726,0.001088102
ARN,Sep-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000198267,0.000237946,0.004083171,0.001302366
ARN,Oct-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.00029133,0.000294377,0.005203796,0.001454029
ARN,Nov-05,0.02,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.000663509,0.000439175,0.007394626,0.002262335
ARN,Dec-05,0.03,30428.71427,13869.27494,2266.666056,9948.503649,25332.565,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000524937,0.000294914,0.005015577,0.001695585
BAT,Apr-03,0,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.39E-05,2.08E-05,9.77E-05,0.00011712
BAT,Jun-03,0,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000203435,8.16E-05,0.00029706,0.000381021
BAT,Aug-03,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000354857,0.00012827,0.000430301,0.000530584
BAT,Sep-03,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000292979,0.000159206,0.000523737,0.000635064
BAT,Oct-03,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.0004305,0.000196962,0.000667477,0.000709019
BAT,Nov-03,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.00098047,0.000293844,0.000948488,0.001103168
BAT,Dec-03,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000775701,0.000197322,0.000643334,0.000826807
BAT,Jan-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000208176,6.50E-05,0.000215876,0.000272164
BAT,Feb-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.000100158,2.89E-05,0.000109103,0.000126727
BAT,Mar-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,6.66E-05,1.50E-05,7.08E-05,8.49E-05
BAT,Apr-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.39E-05,2.08E-05,9.77E-05,0.00011712
BAT,May-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000160521,3.90E-05,0.000223732,0.000253983
BAT,Jun-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000203435,8.16E-05,0.00029706,0.000381021
BAT,Jul-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000254033,8.81E-05,0.000321234,0.000411757
BAT,Aug-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000354857,0.00012827,0.000430301,0.000530584
BAT,Sep-04,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000292979,0.000159206,0.000523737,0.000635064
BAT,Oct-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.0004305,0.000196962,0.000667477,0.000709019
BAT,Nov-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.00098047,0.000293844,0.000948488,0.001103168
BAT,Dec-04,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000775701,0.000197322,0.000643334,0.000826807
BAT,Jan-05,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000208176,6.50E-05,0.000215876,0.000272164
BAT,Feb-05,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.000100158,2.89E-05,0.000109103,0.000126727
BAT,Mar-05,0.03,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,6.66E-05,1.50E-05,7.08E-05,8.49E-05
BAT,Apr-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.39E-05,2.08E-05,9.77E-05,0.00011712
BAT,May-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000160521,3.90E-05,0.000223732,0.000253983
BAT,Jun-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000203435,8.16E-05,0.00029706,0.000381021
BAT,Jul-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000254033,8.81E-05,0.000321234,0.000411757
BAT,Aug-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000354857,0.00012827,0.000430301,0.000530584
BAT,Sep-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000292979,0.000159206,0.000523737,0.000635064
BAT,Oct-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.0004305,0.000196962,0.000667477,0.000709019
BAT,Nov-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.00098047,0.000293844,0.000948488,0.001103168
BAT,Dec-05,0.04,20591.89535,20728.8132,17671.43224,20402.01521,10689.48,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000775701,0.000197322,0.000643334,0.000826807
BCI,Apr-03,0,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,9.67E-05,2.83E-05,9.00E-05,9.48E-05
BCI,Jun-03,0,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000307697,0.000110916,0.000273604,0.000308276
BCI,Aug-03,0.05,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000536723,0.000174321,0.000396325,0.000429285
BCI,Sep-03,0.05,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000443133,0.000216363,0.000482383,0.000513817
BCI,Oct-03,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000651133,0.000267675,0.000614773,0.000573652
BCI,Nov-03,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001482966,0.000399339,0.000873596,0.000892551
BCI,Dec-03,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.001173251,0.000268163,0.000592537,0.000668953
BCI,Jan-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000314867,8.84E-05,0.000198831,0.000220202
BCI,Feb-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.00015149,3.93E-05,0.000100488,0.000102532
BCI,Mar-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,0.000100717,2.04E-05,6.52E-05,6.87E-05
BCI,Apr-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,9.67E-05,2.83E-05,9.00E-05,9.48E-05
BCI,May-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000242789,5.30E-05,0.000206066,0.000205493
BCI,Jun-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000307697,0.000110916,0.000273604,0.000308276
BCI,Jul-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000384226,0.000119739,0.00029587,0.000333144
BCI,Aug-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000536723,0.000174321,0.000396325,0.000429285
BCI,Sep-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000443133,0.000216363,0.000482383,0.000513817
BCI,Oct-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000651133,0.000267675,0.000614773,0.000573652
BCI,Nov-04,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001482966,0.000399339,0.000873596,0.000892551
BCI,Dec-04,0.03,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.001173251,0.000268163,0.000592537,0.000668953
BCI,Jan-05,0.03,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000314867,8.84E-05,0.000198831,0.000220202
BCI,Feb-05,0.03,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.00015149,3.93E-05,0.000100488,0.000102532
BCI,Mar-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,0.000100717,2.04E-05,6.52E-05,6.87E-05
BCI,Apr-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,9.67E-05,2.83E-05,9.00E-05,9.48E-05
BCI,May-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000242789,5.30E-05,0.000206066,0.000205493
BCI,Jun-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000307697,0.000110916,0.000273604,0.000308276
BCI,Jul-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000384226,0.000119739,0.00029587,0.000333144
BCI,Aug-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000536723,0.000174321,0.000396325,0.000429285
BCI,Sep-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000443133,0.000216363,0.000482383,0.000513817
BCI,Oct-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000651133,0.000267675,0.000614773,0.000573652
BCI,Nov-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001482966,0.000399339,0.000873596,0.000892551
BCI,Dec-05,0.04,13614.43657,15252.8151,19186.38481,25216.33425,10988.875,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.001173251,0.000268163,0.000592537,0.000668953
DC1,Mar-03,0,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,7.21E-05,1.86E-05,4.06E-05,4.37E-05
DC1,Apr-03,0,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.92E-05,2.59E-05,5.61E-05,6.03E-05
DC1,May-03,0,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000173711,4.85E-05,0.000128451,0.000130718
DC1,Jun-03,0,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000220151,0.000101434,0.00017055,0.000196101
DC1,Aug-03,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000384015,0.000159419,0.000247048,0.000273077
DC1,Sep-03,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000317053,0.000197866,0.000300692,0.00032685
DC1,Oct-03,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000465873,0.000244792,0.000383216,0.000364912
DC1,Nov-03,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001061033,0.000365199,0.000544553,0.000567769
DC1,Dec-03,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000839438,0.000245238,0.000369356,0.000425534
DC1,Jan-04,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000225281,8.08E-05,0.00012394,0.000140075
DC1,Feb-04,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.000108388,3.59E-05,6.26E-05,6.52E-05
DC1,Mar-04,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,7.21E-05,1.86E-05,4.06E-05,4.37E-05
DC1,Apr-04,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.92E-05,2.59E-05,5.61E-05,6.03E-05
DC1,May-04,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000173711,4.85E-05,0.000128451,0.000130718
DC1,Jun-04,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000220151,0.000101434,0.00017055,0.000196101
DC1,Jul-04,0.01,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000274906,0.000109502,0.000184429,0.00021192
DC1,Aug-04,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000384015,0.000159419,0.000247048,0.000273077
DC1,Sep-04,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000317053,0.000197866,0.000300692,0.00032685
DC1,Oct-04,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000465873,0.000244792,0.000383216,0.000364912
DC1,Nov-04,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001061033,0.000365199,0.000544553,0.000567769
DC1,Dec-04,0.03,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000839438,0.000245238,0.000369356,0.000425534
DC1,Jan-05,0.03,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.000225281,8.08E-05,0.00012394,0.000140075
DC1,Feb-05,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,2.062451286,0.599220717,1.928004105,2.585482759,NA,0,0.000108388,3.59E-05,6.26E-05,6.52E-05
DC1,Mar-05,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.371204301,0.311028674,1.250691756,1.731240143,NA,0,7.21E-05,1.86E-05,4.06E-05,4.37E-05
DC1,Apr-05,0.04,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,6.92E-05,2.59E-05,5.61E-05,6.03E-05
DC1,May-05,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000173711,4.85E-05,0.000128451,0.000130718
DC1,Jun-05,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000220151,0.000101434,0.00017055,0.000196101
DC1,Jul-05,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,5.231014337,1.826351254,5.676666667,8.400681004,NA,0,0.000274906,0.000109502,0.000184429,0.00021192
DC1,Aug-05,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000384015,0.000159419,0.000247048,0.000273077
DC1,Sep-05,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000317053,0.000197866,0.000300692,0.00032685
DC1,Oct-05,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000465873,0.000244792,0.000383216,0.000364912
DC1,Nov-05,0.06,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.001061033,0.000365199,0.000544553,0.000567769
DC1,Dec-05,0.05,19028.38084,16678.66382,30779.6563,39640.8378,21509.056,NA,0,15.97315412,4.090247312,11.36863799,16.86853047,NA,0,0.000839438,0.000245238,0.000369356,0.000425534
ESC,Jan-03,0.04,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,4.286738351,1.347967742,3.81483871,5.552688172,NA,0,0.00018299,7.17E-05,0.000278412,0.000338202
ESC,Apr-03,0,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,1.316633333,0.431359259,1.726307407,2.389492593,NA,0,5.62E-05,2.29E-05,0.000125988,0.000145539
ESC,May-03,0,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,3.305430108,0.808426523,3.953666667,5.181770609,NA,0,0.000141101,4.30E-05,0.000288544,0.000315611
ESC,Jun-03,0,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,4.189114815,1.691785185,5.24947037,7.773592593,NA,0,0.000178823,9.00E-05,0.000383113,0.000473473
ESC,Aug-03,0.04,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,7.307179211,2.658892473,7.604043011,10.82498208,NA,0,0.000311925,0.000141378,0.000554953,0.000659326
ESC,Sep-03,0.04,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,6.033,3.300144444,9.255185185,12.95659259,NA,0,0.000257534,0.000175474,0.000675456,0.000789158
ESC,Oct-03,0.04,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,8.864802867,4.082795699,11.79526882,14.46541219,NA,0,0.000378416,0.000217089,0.000860834,0.000881057
ESC,Nov-03,0.04,23426.05813,18807.03723,13702.13891,16418.24317,14719.139,NA,0,20.18974074,6.091037037,16.76114815,22.50685185,NA,0,0.00086185,0.00032387,0.00122325,0.001370844
