site,depth,date,data,raw
TMCH1,n/a,24/04/2007,0.04,0.04
TMCH1,n/a,08/05/2007,0.06,0.06
TMCH1,n/a,12/06/2007,0.07,0.07
TMCH1,n/a,10/07/2007,0.05,0.05
TMCH1,n/a,08/08/2007,0.04,0.04
TMCH1,n/a,12/09/2007,0.04,0.04
TMCH1,n/a,17/10/2007,0.06,0.06
TMCH1,n/a,14/11/2007,0.06,0.06
TMCH1,n/a,12/12/2007,0.05,0.05
TMCH2,n/a,24/04/2007,0.04,0.04
TMCH2,n/a,08/05/2007,0.06,0.06
TMCH2,n/a,12/06/2007,0.07,0.07
TMCH2,n/a,10/07/2007,0.05,0.05
TMCH2,n/a,08/08/2007,0.04,0.04
TMCH2,n/a,12/09/2007,0.05,0.05
TMCH2,n/a,17/10/2007,0.06,0.06
TMCH2,n/a,14/11/2007,0.06,0.06
TMCH2,n/a,12/12/2007,0.05,0.05
TMCH3,n/a,24/04/2007,0.06,0.06
TMCH3,n/a,08/05/2007,0.1,0.1
TMCH3,n/a,12/06/2007,0.1,0.1
TMCH3,n/a,10/07/2007,0.08,0.08
TMCH3,n/a,08/08/2007,0.05,0.05
TMCH3,n/a,12/09/2007,0.06,0.06
TMCH3,n/a,17/10/2007,0.07,0.07
TMCH3,n/a,14/11/2007,0.07,0.07
TMCH3,n/a,12/12/2007,0.05,0.05
TMCH4,n/a,24/04/2007,0.04,0.04
TMCH4,n/a,08/05/2007,0.07,0.07
TMCH4,n/a,12/06/2007,0.07,0.07
TMCH4,n/a,10/07/2007,0.06,0.06
TMCH4,n/a,08/08/2007,0.04,0.04
TMCH4,n/a,12/09/2007,0.05,0.05
TMCH4,n/a,17/10/2007,0.06,0.06
TMCH4,n/a,14/11/2007,0.07,0.07
TMCH4,n/a,12/12/2007,0.05,0.05
CAN,n/a,09/01/2003,-9,
CAN,n/a,05/02/2003,0,0
CAN,n/a,05/03/2003,-9,
CAN,n/a,02/04/2003,-9,
CAN,n/a,07/05/2003,-9,
CAN,n/a,12/06/2003,-9,
CAN,n/a,07/07/2003,-9,
CAN,n/a,02/09/2003,-9,
CAN,n/a,13/10/2003,-9,
CAN,n/a,04/11/2003,-9,
CAN,n/a,11/12/2003,-9,
CAN,n/a,07/01/2004,-9,
CAN,n/a,04/02/2004,-9,
CAN,n/a,04/03/2004,-9,
CAN,n/a,06/04/2004,-9,
CAN,n/a,05/05/2004,-9,
CAN,n/a,02/06/2004,-9,
CAN,n/a,07/07/2004,-9,
CAN,n/a,04/08/2004,0,0
CAN,n/a,08/09/2004,0,0
CAN,n/a,06/10/2004,0,0
CAN,n/a,11/11/2004,0,0
CAN,n/a,09/12/2004,0,0
CAN,n/a,05/01/2005,0,0
CAN,n/a,01/02/2005,0,0
CAN,n/a,01/03/2005,0,0
CAN,n/a,06/04/2005,0,0
CAN,n/a,03/05/2005,0,0
CAN,n/a,01/06/2005,0,0
CAN,n/a,05/07/2005,0,0
CAN,n/a,03/08/2005,0,0
CAN,n/a,13/09/2005,0,0
CAN,n/a,04/10/2005,0,0
CAN,n/a,08/11/2005,0,0
CAN,n/a,01/12/2005,0,0
CAQ,n/a,07/07/2004,-9,
CAQ,n/a,12/08/2004,0,0
CAQ,n/a,02/09/2004,0,0
CAQ,n/a,13/10/2004,0,0
CAQ,n/a,16/11/2004,0,0
CAQ,n/a,13/12/2004,0,0
CAQ,n/a,26/01/2005,0,0
CAQ,n/a,09/03/2005,0,0
CAQ,n/a,14/04/2005,0,0
CAQ,n/a,12/05/2005,0,0
CAQ,n/a,09/06/2005,0,0
CAQ,n/a,14/07/2005,0,0
CAQ,n/a,11/08/2005,0,0
CAQ,n/a,15/09/2005,0,0
CAQ,n/a,12/10/2005,0,0
CAQ,n/a,21/11/2005,0,0
CAQ,n/a,14/12/2005,0,0
CDL,n/a,08/01/2003,-9,
CDL,n/a,13/02/2003,0,0
CDL,n/a,11/03/2003,-9,
CDL,n/a,10/04/2003,-9,
CDL,n/a,11/06/2003,-9,
CDL,n/a,10/07/2003,-9,
CDL,n/a,05/09/2003,-9,
CDL,n/a,09/10/2003,-9,
CDL,n/a,07/11/2003,-9,
CDL,n/a,11/12/2003,-9,
CDL,n/a,08/01/2004,-9,
CDL,n/a,05/02/2004,-9,
CDL,n/a,03/03/2004,-9,
CDL,n/a,07/04/2004,-9,
CDL,n/a,11/05/2004,-9,
CDL,n/a,10/06/2004,-9,
CDL,n/a,08/07/2004,-9,
CDL,n/a,10/08/2004,0,0
CDL,n/a,21/09/2004,0,0
CDL,n/a,07/10/2004,0,0
CDL,n/a,16/11/2004,0,0
CDL,n/a,28/12/2004,0,0
CDL,n/a,26/01/2005,0,0
CDL,n/a,24/02/2005,0,0
CDL,n/a,29/03/2005,0,0
CDL,n/a,28/04/2005,0,0
CDL,n/a,02/06/2005,0,0
CDL,n/a,30/06/2005,0,0
CDL,n/a,28/07/2005,0,0
CDL,n/a,30/08/2005,0,0
CDL,n/a,13/09/2005,0,0
CDL,n/a,27/10/2005,0,0
CDL,n/a,29/11/2005,0,0
CDL,n/a,30/12/2005,0,0
CHI,n/a,08/01/2003,-9,
CHI,n/a,06/02/2003,0,0
CHI,n/a,11/03/2003,-9,
CHI,n/a,10/04/2003,-9,
CHI,n/a,11/06/2003,-9,
CHI,n/a,10/07/2003,-9,
CHI,n/a,05/09/2003,-9,
CHI,n/a,09/10/2003,-9,
CHI,n/a,07/11/2003,-9,
CHI,n/a,11/12/2003,-9,
CHI,n/a,08/01/2004,-9,
CHI,n/a,05/02/2004,-9,
CHI,n/a,04/03/2004,-9,
CHI,n/a,07/04/2004,-9,
CHI,n/a,11/05/2004,-9,
CHI,n/a,03/06/2004,-9,
CHI,n/a,08/07/2004,-9,
CHI,n/a,10/08/2004,0,0
CHI,n/a,09/09/2004,0,0
CHI,n/a,07/10/2004,0,0
CHI,n/a,08/11/2004,0,0
CHI,n/a,02/12/2004,0,0
CHI,n/a,24/02/2005,0,0
CHI,n/a,29/03/2005,0,0
CHI,n/a,01/06/2005,0,0
CHI,n/a,30/06/2005,0,0
CHI,n/a,26/07/2005,0,0
CHI,n/a,24/08/2005,0,0
CHI,n/a,15/09/2005,0,0
CHI,n/a,27/10/2005,0,0
CHI,n/a,29/11/2005,0,0
CHI,n/a,30/12/2005,0,0
CHR,n/a,09/01/2003,-9,
CHR,n/a,05/02/2003,0,0
CHR,n/a,05/03/2003,-9,
CHR,n/a,02/04/2003,-9,
CHR,n/a,07/05/2003,-9,
CHR,n/a,12/06/2003,-9,
CHR,n/a,07/07/2003,-9,
CHR,n/a,02/09/2003,-9,
CHR,n/a,13/10/2003,-9,
CHR,n/a,04/11/2003,-9,
CHR,n/a,11/12/2003,-9,
CHR,n/a,07/01/2004,-9,
CHR,n/a,06/02/2004,-9,
CHR,n/a,04/03/2004,-9,
CHR,n/a,06/04/2004,-9,
CHR,n/a,05/05/2004,-9,
CHR,n/a,02/06/2004,-9,
CHR,n/a,07/07/2004,-9,
CHR,n/a,04/08/2004,0,0
CHR,n/a,08/09/2004,0,0
CHR,n/a,06/10/2004,0,0
CHR,n/a,11/11/2004,0,0
CHR,n/a,09/12/2004,0,0
CHR,n/a,05/01/2005,0,0
CHR,n/a,02/02/2005,0,0
CHR,n/a,01/03/2005,0,0
CHR,n/a,06/04/2005,0,0
CHR,n/a,03/05/2005,0,0
CHR,n/a,01/06/2005,0,0
CHR,n/a,05/07/2005,0,0
CHR,n/a,03/08/2005,0,0
CHR,n/a,13/09/2005,0,0
CHR,n/a,04/10/2005,0,0
CHR,n/a,08/11/2005,0,0
CHR,n/a,01/12/2005,0,0
CNT,n/a,07/01/2003,-9,
CNT,n/a,04/02/2003,0,0
CNT,n/a,06/03/2003,-9,
CNT,n/a,03/04/2003,-9,
CNT,n/a,06/05/2003,-9,
CNT,n/a,10/06/2003,-9,
CNT,n/a,08/07/2003,-9,
CNT,n/a,02/09/2003,-9,
CNT,n/a,10/10/2003,-9,
CNT,n/a,05/11/2003,-9,
CNT,n/a,10/12/2003,-9,
CNT,n/a,06/01/2004,-9,
CNT,n/a,03/02/2004,-9,
CNT,n/a,03/03/2004,-9,
CNT,n/a,05/04/2004,-9,
CNT,n/a,04/05/2004,-9,
CNT,n/a,01/06/2004,-9,
CNT,n/a,06/07/2004,-9,
CNT,n/a,03/08/2004,0,0
CNT,n/a,07/09/2004,0,0
CNT,n/a,05/10/2004,0,0
CNT,n/a,11/11/2004,0,0
CNT,n/a,09/12/2004,0,0
CNT,n/a,05/01/2005,0,0
CNT,n/a,01/02/2005,0,0
CNT,n/a,01/03/2005,0,0
CNT,n/a,06/04/2005,0,0
CNT,n/a,03/05/2005,0,0
CNT,n/a,01/06/2005,0,0
CNT,n/a,05/07/2005,0,0
CNT,n/a,02/08/2005,0,0
CNT,n/a,01/09/2005,0,0
CNT,n/a,05/10/2005,0,0
CNT,n/a,14/11/2005,0,0
CNT,n/a,06/12/2005,0,0
PLC,n/a,07/01/2003,-9,
PLC,n/a,04/02/2003,0,0
PLC,n/a,10/03/2003,-9,
PLC,n/a,03/04/2003,-9,
PLC,n/a,06/05/2003,-9,
PLC,n/a,10/06/2003,-9,
PLC,n/a,08/07/2003,-9,
PLC,n/a,02/09/2003,-9,
PLC,n/a,10/10/2003,-9,
PLC,n/a,05/11/2003,-9,
PLC,n/a,10/12/2003,-9,
PLC,n/a,06/01/2004,-9,
PLC,n/a,03/02/2004,-9,
PLC,n/a,03/03/2004,-9,
PLC,n/a,05/04/2004,-9,
PLC,n/a,04/05/2004,-9,
PLC,n/a,01/06/2004,-9,
PLC,n/a,06/07/2004,-9,
PLC,n/a,03/08/2004,0,0
PLC,n/a,07/09/2004,0,0
PLC,n/a,05/10/2004,0,0
PLC,n/a,11/11/2004,0,0
PLC,n/a,09/12/2004,0,0
PLC,n/a,05/01/2005,0,0
PLC,n/a,01/02/2005,0,0
PLC,n/a,01/03/2005,0,0
PLC,n/a,06/04/2005,0,0
PLC,n/a,03/05/2005,0,0
PLC,n/a,01/06/2005,0,0
PLC,n/a,05/07/2005,0,0
PLC,n/a,02/08/2005,0,0
PLC,n/a,01/09/2005,0,0
PLC,n/a,05/10/2005,0,0
PLC,n/a,14/11/2005,0,0
PLC,n/a,06/12/2005,0,0
RPD,n/a,19/02/2004,-9,
RPD,n/a,03/03/2004,0,0
RPD,n/a,06/04/2004,-9,
RPD,n/a,04/05/2004,-9,
RPD,n/a,08/06/2004,-9,
RPD,n/a,06/07/2004,-9,
RPD,n/a,17/08/2004,0,0
RPD,n/a,08/09/2004,0,0
RPD,n/a,14/10/2004,0,0
RPD,n/a,08/11/2004,0,0
RPD,n/a,02/12/2004,0,0
RPD,n/a,23/02/2005,0,0
RPD,n/a,10/03/2005,0,0
RPD,n/a,19/04/2005,0,0
RPD,n/a,03/05/2005,0,0
RPD,n/a,07/06/2005,0,0
RPD,n/a,05/07/2005,0,0
RPD,n/a,03/08/2005,0,0
RPD,n/a,01/09/2005,0,0
RPD,n/a,24/10/2005,0,0
RPD,n/a,22/11/2005,0,0
RPD,n/a,12/12/2005,0,0
BDU,n/a,19/02/2004,-9,
BDU,n/a,10/03/2004,-9,
BDU,n/a,13/04/2004,-9,
BDU,n/a,06/05/2004,-9,
BDU,n/a,04/06/2004,-9,
BDU,n/a,02/07/2004,-9,
BDU,n/a,03/08/2004,0.04,0.04
BDU,n/a,06/09/2004,0.03,0.03
BDU,n/a,08/10/2004,0.02,0.02
BDU,n/a,17/11/2004,0.03,0.03
BDU,n/a,14/12/2004,0.04,0.04
BDU,n/a,18/01/2005,0.04,0.04
BDU,n/a,16/02/2005,0.04,0.04
BDU,n/a,31/03/2005,0.05,0.05
BDU,n/a,14/04/2005,0.05,0.05
BDU,n/a,05/05/2005,0.03,0.03
BDU,n/a,02/06/2005,0.03,0.03
BDU,n/a,13/07/2005,0.04,0.04
BDU,n/a,10/08/2005,0.04,0.04
BDU,n/a,12/09/2005,0.03,0.03
BDU,n/a,03/10/2005,0.03,0.03
BDU,n/a,14/11/2005,0.03,0.03
BDU,n/a,01/12/2005,0.04,0.04
BLL,n/a,12/02/2004,-9,
BLL,n/a,10/03/2004,-9,
BLL,n/a,15/04/2004,-9,
BLL,n/a,05/05/2004,-9,
BLL,n/a,10/06/2004,-9,
BLL,n/a,08/07/2004,-9,
BLL,n/a,09/08/2004,0.03,0.03
BLL,n/a,09/09/2004,0.02,0.02
BLL,n/a,06/10/2004,0.03,0.03
BLL,n/a,01/11/2004,0.02,0.02
BLL,n/a,14/12/2004,0.04,0.04
BLL,n/a,20/01/2005,0.03,0.03
BLL,n/a,21/02/2005,0.03,0.03
BLL,n/a,07/03/2005,0.05,0.05
BLL,n/a,04/04/2005,0.05,0.05
BLL,n/a,05/05/2005,0.03,0.03
BLL,n/a,08/06/2005,0.04,0.04
BLL,n/a,06/07/2005,0.03,0.03
BLL,n/a,04/08/2005,0.03,0.03
BLL,n/a,14/09/2005,0.03,0.03
BLL,n/a,17/10/2005,0.03,0.03
BLL,n/a,17/11/2005,0.03,0.03
BLL,n/a,06/12/2005,0.04,0.04
CNA,n/a,12/02/2004,-9,
CNA,n/a,10/03/2004,-9,
CNA,n/a,15/04/2004,-9,
CNA,n/a,05/05/2004,-9,
CNA,n/a,10/06/2004,-9,
CNA,n/a,08/07/2004,-9,
CNA,n/a,09/08/2004,0.02,0.02
CNA,n/a,09/09/2004,0.02,0.02
CNA,n/a,01/11/2004,0.03,0.03
CNA,n/a,14/12/2004,0.03,0.03
CNA,n/a,20/01/2005,0.02,0.02
CNA,n/a,21/02/2005,0.05,0.05
CNA,n/a,07/03/2005,0.04,0.04
CNA,n/a,04/04/2005,0.04,0.04
CNA,n/a,05/05/2005,0.03,0.03
CNA,n/a,08/06/2005,0.04,0.04
CNA,n/a,06/07/2005,0.02,0.02
CNA,n/a,04/08/2005,0.03,0.03
CNA,n/a,14/09/2005,0.02,0.02
CNA,n/a,17/10/2005,0.02,0.02
CNA,n/a,17/11/2005,0.03,0.03
CNA,n/a,06/12/2005,0.04,0.04
MAR,n/a,15/10/2004,0.03,0.03
MAR,n/a,17/11/2004,0.02,0.02
MAR,n/a,01/12/2004,0.03,0.03
MAR,n/a,18/01/2005,0.04,0.04
MAR,n/a,16/02/2005,0.04,0.04
MAR,n/a,31/03/2005,0.05,0.05
MAR,n/a,14/04/2005,0.04,0.04
MAR,n/a,11/05/2005,0.05,0.05
MAR,n/a,02/06/2005,0.03,0.03
MAR,n/a,13/07/2005,0.04,0.04
MAR,n/a,10/08/2005,0.04,0.04
MAR,n/a,12/09/2005,0.06,0.06
MAR,n/a,03/10/2005,0.03,0.03
MAR,n/a,14/11/2005,0.03,0.03
MAR,n/a,01/12/2005,0.04,0.04
SIL,n/a,06/10/2004,0.03,0.03
SIL,n/a,17/11/2004,0.04,0.04
SIL,n/a,01/12/2004,0.04,0.04
SIL,n/a,18/01/2005,0.04,0.04
SIL,n/a,16/02/2005,0.05,0.05
SIL,n/a,31/03/2005,0.05,0.05
SIL,n/a,14/04/2005,0.06,0.06
SIL,n/a,11/05/2005,0.06,0.06
SIL,n/a,02/06/2005,0.03,0.03
SIL,n/a,13/07/2005,0.08,0.08
SIL,n/a,10/08/2005,0.05,0.05
SIL,n/a,12/09/2005,0.04,0.04
SIL,n/a,03/10/2005,0.03,0.03
SIL,n/a,14/11/2005,0.04,0.04
SIL,n/a,01/12/2005,0.05,0.05
THE,n/a,11/03/2004,-9,
THE,n/a,13/04/2004,-9,
THE,n/a,06/05/2004,-9,
THE,n/a,04/06/2004,-9,
THE,n/a,02/07/2004,-9,
THE,n/a,11/08/2004,0.03,0.03
THE,n/a,06/09/2004,0.03,0.03
THE,n/a,08/10/2004,0.02,0.02
THE,n/a,17/11/2004,0.03,0.03
THE,n/a,14/12/2004,0.04,0.04
THE,n/a,18/01/2005,0.04,0.04
THE,n/a,16/02/2005,0.04,0.04
THE,n/a,31/03/2005,0.05,0.05
THE,n/a,14/04/2005,0.05,0.05
THE,n/a,11/05/2005,0.05,0.05
THE,n/a,02/06/2005,0.03,0.03
THE,n/a,13/07/2005,0.04,0.04
THE,n/a,10/08/2005,0.04,0.04
THE,n/a,12/09/2005,0.03,0.03
THE,n/a,03/10/2005,0.03,0.03
THE,n/a,14/11/2005,0.03,0.03
THE,n/a,01/12/2005,0.04,0.04
BOP,Deep,30/01/2003,-9,
BOP,Deep,13/03/2003,0,0
BOP,Deep,15/04/2003,-9,
BOP,Deep,12/06/2003,-9,
BOP,Deep,13/08/2003,0,0
BOP,Deep,10/09/2003,0,0
BOP,Deep,14/10/2003,0,0
BOP,Deep,11/11/2003,0,0
BOP,Deep,16/12/2003,0,0
BOP,Deep,14/01/2004,0,0
BOP,Deep,12/02/2004,0,0
BOP,Deep,09/03/2004,0,0
BOP,Deep,15/09/2004,0,0
BOP,Deep,11/11/2004,0,0
BOP,Deep,09/12/2004,0,0
BOP,Deep,11/01/2005,0,0
BOP,Deep,15/02/2005,0,0
BOP,Deep,08/03/2005,0,0
BOP,Deep,09/08/2005,0,0
BOP,Deep,22/09/2005,-9,
BOP,Deep,11/10/2005,0,0
BOP,Deep,14/11/2005,0,0
BOP,Deep,13/12/2005,0,0
BOP,Shallow,30/01/2003,0,0
BOP,Shallow,13/03/2003,0,0
BOP,Shallow,15/04/2003,-9,
BOP,Shallow,13/05/2003,0,0
BOP,Shallow,12/06/2003,0,0
BOP,Shallow,28/07/2003,-9,
BOP,Shallow,13/08/2003,0,0
BOP,Shallow,10/09/2003,0,0
BOP,Shallow,14/10/2003,0,0
BOP,Shallow,11/11/2003,0,0
BOP,Shallow,16/12/2003,0,0
BOP,Shallow,14/01/2004,0,0
BOP,Shallow,12/02/2004,0,0
BOP,Shallow,09/03/2004,0,0
BOP,Shallow,14/04/2004,0,0
BOP,Shallow,11/05/2004,0,0
BOP,Shallow,10/06/2004,0,0
BOP,Shallow,14/07/2004,0,0
BOP,Shallow,10/08/2004,0,0
BOP,Shallow,15/09/2004,0,0
BOP,Shallow,12/10/2004,0,0
BOP,Shallow,11/11/2004,0,0
BOP,Shallow,09/12/2004,0,0
BOP,Shallow,11/01/2005,0,0
BOP,Shallow,15/02/2005,0,0
BOP,Shallow,08/03/2005,0,0
BOP,Shallow,12/04/2005,0,0
BOP,Shallow,10/05/2005,0,0
BOP,Shallow,07/06/2005,0,0
BOP,Shallow,12/07/2005,0,0
BOP,Shallow,09/08/2005,0,0
BOP,Shallow,22/09/2005,0,0
BOP,Shallow,11/10/2005,0,0
BOP,Shallow,14/11/2005,0,0
BOP,Shallow,12/12/2005,0,0
DCH,Deep,30/01/2003,0,0
DCH,Deep,13/03/2003,0,0
DCH,Deep,15/04/2003,-9,
DCH,Deep,13/05/2003,-9,
DCH,Deep,12/06/2003,-9,
DCH,Deep,13/08/2003,0,0
DCH,Deep,10/09/2003,0,0
DCH,Deep,14/10/2003,0,0
DCH,Deep,11/11/2003,0,0
DCH,Deep,16/12/2003,0,0
DCH,Deep,14/01/2004,0,0
DCH,Deep,12/02/2004,0,0
DCH,Deep,09/03/2004,0,0
DCH,Deep,11/05/2004,0,0
DCH,Deep,15/09/2004,0,0
DCH,Deep,12/10/2004,0,0
DCH,Deep,11/11/2004,0,0
DCH,Deep,09/12/2004,0,0
DCH,Deep,11/01/2005,0,0
DCH,Deep,15/02/2005,0,0
DCH,Deep,08/03/2005,0,0
DCH,Deep,12/04/2005,0,0
DCH,Deep,09/08/2005,0,0
DCH,Deep,22/09/2005,0,0
DCH,Deep,11/10/2005,0,0
DCH,Deep,14/11/2005,0,0
DCH,Deep,13/12/2005,0,0
DCH,Shallow,30/01/2003,0,0
DCH,Shallow,13/03/2003,0,0
DCH,Shallow,15/04/2003,-9,
DCH,Shallow,13/05/2003,0,0
DCH,Shallow,12/06/2003,0,0
DCH,Shallow,28/07/2003,-9,
DCH,Shallow,13/08/2003,0,0
DCH,Shallow,10/09/2003,0,0
DCH,Shallow,14/10/2003,0,0
DCH,Shallow,11/11/2003,0,0
DCH,Shallow,16/12/2003,0,0
DCH,Shallow,14/01/2004,0,0
DCH,Shallow,12/02/2004,0,0
DCH,Shallow,09/03/2004,0,0
DCH,Shallow,14/04/2004,0,0
DCH,Shallow,11/05/2004,0,0
DCH,Shallow,10/06/2004,0,0
DCH,Shallow,14/07/2004,0,0
DCH,Shallow,10/08/2004,0,0
DCH,Shallow,15/09/2004,0,0
DCH,Shallow,12/10/2004,0,0
DCH,Shallow,11/11/2004,0,0
DCH,Shallow,09/12/2004,0,0
DCH,Shallow,11/01/2005,0,0
DCH,Shallow,15/02/2005,0,0
DCH,Shallow,08/03/2005,0,0
DCH,Shallow,12/04/2005,0,0
DCH,Shallow,10/05/2005,0,0
DCH,Shallow,07/06/2005,0,0
DCH,Shallow,12/07/2005,0,0
DCH,Shallow,09/08/2005,0,0
DCH,Shallow,22/09/2005,0,0
DCH,Shallow,11/10/2005,0,0
DCH,Shallow,14/11/2005,0,0
DCH,Shallow,13/12/2005,0,0
ERP,Deep,30/01/2003,0,0
ERP,Deep,13/03/2003,0,0
ERP,Deep,15/04/2003,-9,
ERP,Deep,13/05/2003,0,0
ERP,Deep,12/06/2003,0,0
ERP,Deep,28/07/2003,-9,
ERP,Deep,13/08/2003,0,0
ERP,Deep,10/09/2003,0,0
ERP,Deep,14/10/2003,0,0
ERP,Deep,11/11/2003,0,0
ERP,Deep,16/12/2003,0,0
ERP,Deep,14/01/2004,0,0
ERP,Deep,12/02/2004,0,0
ERP,Deep,09/03/2004,0,0
ERP,Deep,14/04/2004,0,0
ERP,Deep,11/05/2004,0,0
ERP,Deep,10/06/2004,0,0
ERP,Deep,14/07/2004,0,0
ERP,Deep,10/08/2004,0,0
ERP,Deep,15/09/2004,0,0
ERP,Deep,12/10/2004,0,0
ERP,Deep,11/11/2004,0,0
ERP,Deep,09/12/2004,0,0
ERP,Deep,11/01/2005,0,0
ERP,Deep,15/02/2005,0,0
ERP,Deep,08/03/2005,0,0
ERP,Deep,12/04/2005,0,0
ERP,Deep,10/05/2005,0,0
ERP,Deep,07/06/2005,0,0
ERP,Deep,12/07/2005,0,0
ERP,Deep,09/08/2005,0,0
ERP,Deep,22/09/2005,0,0
ERP,Deep,11/10/2005,0,0
ERP,Deep,14/11/2005,0,0
ERP,Deep,13/12/2005,0,0
ERP,Shallow,30/01/2003,0,0
ERP,Shallow,13/03/2003,0,0
ERP,Shallow,15/04/2003,-9,
ERP,Shallow,13/05/2003,0,0
ERP,Shallow,12/06/2003,0,0
ERP,Shallow,28/07/2003,-9,
ERP,Shallow,13/08/2003,0,0
ERP,Shallow,10/09/2003,0,0
ERP,Shallow,14/10/2003,0,0
ERP,Shallow,11/11/2003,0,0
ERP,Shallow,16/12/2003,0,0
ERP,Shallow,14/01/2004,0,0
ERP,Shallow,12/02/2004,0,0
ERP,Shallow,09/03/2004,0,0
ERP,Shallow,14/04/2004,0,0
ERP,Shallow,11/05/2004,0,0
ERP,Shallow,10/06/2004,0,0
ERP,Shallow,14/07/2004,0,0
ERP,Shallow,10/08/2004,0,0
ERP,Shallow,15/09/2004,0,0
ERP,Shallow,12/10/2004,0,0
ERP,Shallow,11/11/2004,0,0
ERP,Shallow,09/12/2004,0,0
ERP,Shallow,11/01/2005,0,0
ERP,Shallow,15/02/2005,0,0
ERP,Shallow,08/03/2005,0,0
ERP,Shallow,12/04/2005,0,0
ERP,Shallow,10/05/2005,0,0
ERP,Shallow,07/06/2005,0,0
ERP,Shallow,12/07/2005,0,0
ERP,Shallow,09/08/2005,0,0
ERP,Shallow,22/09/2005,0,0
ERP,Shallow,11/10/2005,0,0
ERP,Shallow,14/11/2005,0,0
ERP,Shallow,13/12/2005,0,0
PNP,Deep,30/01/2003,0,0
PNP,Deep,13/03/2003,0,0
PNP,Deep,15/04/2003,-9,
PNP,Deep,13/05/2003,0,0
PNP,Deep,12/06/2003,0,0
PNP,Deep,28/07/2003,-9,
PNP,Deep,13/08/2003,0,0
PNP,Deep,10/09/2003,0,0
PNP,Deep,14/10/2003,0,0
PNP,Deep,11/11/2003,0,0
PNP,Deep,16/12/2003,0,0
PNP,Deep,14/01/2004,0,0
PNP,Deep,12/02/2004,0,0
PNP,Deep,09/03/2004,0,0
PNP,Deep,14/04/2004,0,0
PNP,Deep,11/05/2004,0,0
PNP,Deep,10/06/2004,0,0
PNP,Deep,14/07/2004,0,0
PNP,Deep,10/08/2004,0,0
PNP,Deep,15/09/2004,0,0
PNP,Deep,12/10/2004,-9,
PNP,Deep,11/11/2004,0,0
PNP,Deep,09/12/2004,0,0
PNP,Deep,11/01/2005,0,0
PNP,Deep,15/02/2005,0,0
PNP,Deep,08/03/2005,0,0
PNP,Deep,12/04/2005,0,0
PNP,Deep,10/05/2005,0,0
PNP,Deep,07/06/2005,0,0
PNP,Deep,12/07/2005,0,0
PNP,Deep,09/08/2005,0,0
PNP,Deep,22/09/2005,0,0
PNP,Deep,11/10/2005,0,0
PNP,Deep,14/11/2005,0,0
PNP,Deep,13/12/2005,0,0
PNP,Shallow,30/01/2003,0,0
PNP,Shallow,13/03/2003,0,0
PNP,Shallow,15/04/2003,-9,
PNP,Shallow,13/05/2003,0,0
PNP,Shallow,12/06/2003,0,0
PNP,Shallow,28/07/2003,-9,
PNP,Shallow,13/08/2003,0,0
PNP,Shallow,10/09/2003,0,0
PNP,Shallow,14/10/2003,0,0
PNP,Shallow,11/11/2003,0,0
PNP,Shallow,16/12/2003,0,0
PNP,Shallow,14/01/2004,0,0
PNP,Shallow,12/02/2004,0,0
PNP,Shallow,09/03/2004,0,0
PNP,Shallow,14/04/2004,0,0
PNP,Shallow,11/05/2004,0,0
PNP,Shallow,10/06/2004,0,0
PNP,Shallow,14/07/2004,0,0
PNP,Shallow,10/08/2004,0,0
PNP,Shallow,15/09/2004,0,0
PNP,Shallow,12/10/2004,0,0
PNP,Shallow,11/11/2004,0,0
PNP,Shallow,09/12/2004,0,0
PNP,Shallow,11/01/2005,0,0
PNP,Shallow,15/02/2005,0,0
PNP,Shallow,08/03/2005,0,0
PNP,Shallow,12/04/2005,0,0
PNP,Shallow,10/05/2005,0,0
PNP,Shallow,07/06/2005,0,0
PNP,Shallow,12/07/2005,0,0
PNP,Shallow,09/08/2005,0,0
PNP,Shallow,22/09/2005,0,0
PNP,Shallow,11/10/2005,0,0
PNP,Shallow,14/11/2005,0,0
PNP,Shallow,13/12/2005,0,0
TAG,Deep,30/01/2003,0,0
TAG,Deep,13/03/2003,0,0
TAG,Deep,15/04/2003,-9,
TAG,Deep,13/05/2003,0,0
TAG,Deep,12/06/2003,0,0
TAG,Deep,28/07/2003,-9,
TAG,Deep,13/08/2003,0,0
TAG,Deep,10/09/2003,0,0
TAG,Deep,14/10/2003,0,0
TAG,Deep,11/11/2003,0,0
TAG,Deep,16/12/2003,0,0
TAG,Deep,14/01/2004,0,0
TAG,Deep,12/02/2004,0,0
TAG,Deep,09/03/2004,0,0
TAG,Deep,14/04/2004,0,0
TAG,Deep,11/05/2004,0,0
TAG,Deep,10/06/2004,0,0
TAG,Deep,14/07/2004,0,0
TAG,Deep,10/08/2004,0,0
TAG,Deep,15/09/2004,0,0
TAG,Deep,12/10/2004,0,0
TAG,Deep,11/11/2004,0,0
TAG,Deep,09/12/2004,0,0
TAG,Deep,11/01/2005,0,0
TAG,Deep,15/02/2005,0,0
TAG,Deep,08/03/2005,0,0
TAG,Deep,12/04/2005,0,0
TAG,Deep,10/05/2005,0,0
TAG,Deep,07/06/2005,0,0
TAG,Deep,12/07/2005,0,0
TAG,Deep,09/08/2005,0,0
TAG,Deep,22/09/2005,0,0
TAG,Deep,11/10/2005,0,0
TAG,Deep,14/11/2005,0,0
TAG,Deep,13/12/2005,0,0
TAG,Shallow,30/01/2003,0,0
