site,depth,date,data,raw
CHI,n/a,13/05/2009,0.05,<0.10
CHI,n/a,03/06/2009,0.05,<0.10
CHI,n/a,09/07/2009,0.05,<0.10
CHI,n/a,17/08/2009,0.05,<0.10
CHI,n/a,02/09/2009,0.05,<0.10
CHI,n/a,09/10/2009,0.05,<0.10
CHI,n/a,13/11/2009,0.05,<0.10
CHI,n/a,09/12/2009,0.05,<0.10
RPD,n/a,16/01/2008,0.05,<0.10
RPD,n/a,02/02/2008,0.05,<0.10
RPD,n/a,18/03/2008,0.05,<0.10
RPD,n/a,17/04/2008,0.05,<0.10
RPD,n/a,15/05/2009,0.05,<0.10
RPD,n/a,21/08/2008,0.05,<0.10
RPD,n/a,28/10/2008,0.05,<0.10
RPD,n/a,11/02/2009,0.05,<0.10
RPD,n/a,23/04/2009,0.05,<0.10
RPD,n/a,20/05/2009,0.05,<0.10
RPD,n/a,24/06/2009,0.05,<0.10
RPD,n/a,22/07/2009,0.05,<0.10
RIE,n/a,24/01/2008,0.05,<0.10
RIE,n/a,21/02/2008,0.05,<0.10
RIE,n/a,27/03/2008,0.05,<0.10
RIE,n/a,29/04/2008,0.05,<0.10
RIE,n/a,29/05/2008,0.05,<0.10
RIE,n/a,19/06/2008,0.05,<0.10
RIE,n/a,17/07/2008,0.05,<0.10
RIE,n/a,21/08/2008,0.05,<0.10
RIE,n/a,23/10/2008,0.05,<0.10
RIE,n/a,20/11/2008,0.05,<0.10
RIE,n/a,11/12/2008,0.05,<0.10
RIE,n/a,27/01/2009,0.05,<0.10
RIE,n/a,12/02/2009,0.05,<0.10
RIE,n/a,26/03/2008,0.05,<0.10
RIE,n/a,16/04/2009,0.05,<0.10
RIE,n/a,21/05/2009,0.05,<0.10
RIE,n/a,18/06/2009,0.05,<0.10
RIE,n/a,29/07/2009,0.05,<0.10
RIE,n/a,20/08/2009,0.05,<0.10
RIE,n/a,16/10/2009,0.05,<0.10
RIE,n/a,18/11/2009,0.05,<0.10
RIE,n/a,15/12/2009,0.05,<0.10
CHR,n/a,15/01/2008,0.05,<0.10
CHR,n/a,07/02/2008,0.05,<0.10
CHR,n/a,11/03/2008,0.05,<0.10
CHR,n/a,03/04/2008,0.05,<0.10
CHR,n/a,08/05/2008,0.05,<0.10
CHR,n/a,05/06/2008,0.05,<0.10
CHR,n/a,15/07/2008,0.05,<0.10
CHR,n/a,12/08/2008,0.05,<0.10
CHR,n/a,04/09/2008,0.05,<0.10
CHR,n/a,02/10/2008,0.05,<0.10
CHR,n/a,11/11/2008,0.05,<0.10
CHR,n/a,09/12/2008,0.05,<0.10
CHR,n/a,08/01/2009,0.05,<0.10
CHR,n/a,05/02/2009,0.05,<0.10
CHR,n/a,05/03/2009,0.05,<0.10
CHR,n/a,02/04/2009,0.05,<0.10
CHR,n/a,07/05/2009,0.05,<0.10
CHR,n/a,04/06/2009,0.05,<0.10
CHR,n/a,07/07/2009,0.05,<0.10
CHR,n/a,06/08/2009,0.05,<0.10
CHR,n/a,02/10/2009,0.05,<0.10
CHR,n/a,11/11/2009,0.05,<0.10
CHR,n/a,01/12/2009,0.05,<0.10
CAN,n/a,15/01/2008,0.05,<0.10
CAN,n/a,07/02/2008,0.05,<0.10
CAN,n/a,11/03/2008,0.05,<0.10
CAN,n/a,03/04/2008,0.05,<0.10
CAN,n/a,06/05/2008,0.05,<0.10
CAN,n/a,05/06/2008,0.05,<0.10
CAN,n/a,15/07/2008,0.05,<0.10
CAN,n/a,12/08/2008,0.05,<0.10
CAN,n/a,04/09/2008,0.05,<0.10
CAN,n/a,02/10/2008,0.05,<0.10
CAN,n/a,11/11/2008,0.05,<0.10
CAN,n/a,09/12/2008,0.05,<0.10
CAN,n/a,08/01/2009,0.05,<0.10
CAN,n/a,05/02/2009,0.05,<0.10
CAN,n/a,05/03/2009,0.05,<0.10
CAN,n/a,02/04/2009,0.05,<0.10
CAN,n/a,07/05/2009,0.05,<0.10
CAN,n/a,04/06/2009,0.05,<0.10
CAN,n/a,07/07/2009,0.05,<0.10
CAN,n/a,06/08/2009,0.05,<0.10
CAN,n/a,29/10/2009,0.05,<0.10
CAN,n/a,11/11/2009,0.1,0.1
CAN,n/a,01/12/2009,0.05,<0.10
G2,n/a,22/01/2008,0.05,0.05
G2,n/a,26/02/2008,0.1,0.1
G2,n/a,25/03/2008,0.1,0.1
G2,n/a,22/04/2008,0.11,0.11
G2,n/a,27/05/2008,0.1,0.1
G2,n/a,24/06/2008,0.1,0.1
G2,n/a,29/07/2008,0.05,0.05
G2,n/a,26/08/2008,0.5,0.5
G2,n/a,23/09/2008,0.05,0.05
G2,n/a,21/10/2008,0.05,0.05
G2,n/a,28/11/2008,0.05,0.05
G2,n/a,16/12/2008,0.05,0.05
G2,n/a,27/01/2009,0.05,0.05
G2,n/a,26/02/2009,0.11,0.11
G2,n/a,24/03/2009,0.06,0.06
G2,n/a,28/04/2009,0.11,0.11
G2,n/a,26/05/2009,0.1,0.1
G2,n/a,23/06/2009,0.05,0.05
G2,n/a,21/07/2009,0.05,0.05
G2,n/a,25/08/2009,0.05,0.05
G2,n/a,06/10/2009,0.05,0.05
G2,n/a,12/11/2009,0.05,0.05
G2,n/a,03/12/2009,0.5,0.5
G4,n/a,22/01/2008,0.05,0.05
G4,n/a,26/02/2008,0.12,0.12
G4,n/a,25/03/2008,0.12,0.12
G4,n/a,27/05/2008,0.13,0.13
G4,n/a,24/06/2008,0.14,0.14
G4,n/a,29/07/2008,0.12,0.12
G4,n/a,26/08/2008,0.05,0.05
G4,n/a,23/09/2008,0.11,0.11
G4,n/a,21/10/2008,0.1,0.1
G4,n/a,16/12/2008,0.05,0.05
G4,n/a,27/01/2009,0.05,0.05
G4,n/a,26/02/2009,0.12,0.12
G4,n/a,26/05/2009,0.15,0.15
G4,n/a,23/06/2009,0.12,0.12
G4,n/a,21/07/2009,0.05,0.05
G4,n/a,25/08/2009,0.05,0.05
G4,n/a,06/10/2009,0.1,0.1
G4,n/a,12/11/2009,0.05,0.05
G4,n/a,03/12/2009,0.1,0.1
G6,n/a,23/01/2008,0.13,0.13
G6,n/a,27/02/2008,0.18,0.18
G6,n/a,26/03/2008,0.16,0.16
G6,n/a,22/04/2008,0.17,0.17
G6,n/a,28/05/2008,0.25,0.25
G6,n/a,25/06/2008,0.25,0.25
G6,n/a,30/07/2008,0.18,0.18
G6,n/a,27/08/2008,0.16,0.16
G6,n/a,24/09/2008,0.15,0.15
G6,n/a,22/10/2008,0.14,0.14
G6,n/a,16/12/2008,0.14,0.14
G6,n/a,28/01/2009,0.16,0.16
G6,n/a,26/02/2009,0.16,0.16
G6,n/a,25/03/2009,0.17,0.17
G6,n/a,29/04/2009,0.16,0.16
G6,n/a,27/06/2009,0.33,0.33
G6,n/a,24/06/2009,0.24,0.24
G6,n/a,22/07/2009,0.18,0.18
G6,n/a,25/08/2009,0.14,0.14
G6,n/a,06/10/2009,0.2,0.2
G6,n/a,13/11/2009,0.05,0.05
G6,n/a,03/12/2009,0.05,0.05
G6A,n/a,23/01/2008,0.5,0.5
G6A,n/a,27/02/2008,0.12,0.12
G6A,n/a,26/03/2008,0.13,0.13
G6A,n/a,23/04/2008,0.14,0.14
G6A,n/a,28/05/2008,0.12,0.12
G6A,n/a,25/06/2008,0.05,0.05
G6A,n/a,30/07/2008,0.11,0.11
G6A,n/a,27/08/2008,0.1,0.1
G6A,n/a,24/09/2008,0.11,0.11
G6A,n/a,22/10/2008,0.1,0.1
G6A,n/a,16/12/2008,0.05,0.05
G6A,n/a,28/01/2009,0.5,0.5
G6A,n/a,26/02/2009,0.12,0.12
G6A,n/a,25/03/2009,0.15,0.15
G6A,n/a,29/04/2009,0.14,0.14
G6A,n/a,27/05/2009,0.13,0.13
G6A,n/a,24/06/2009,0.12,0.12
G6A,n/a,22/07/2009,0.11,0.11
G6A,n/a,25/08/2009,0.05,0.05
G6A,n/a,06/10/2009,0.1,0.1
G6A,n/a,26/11/2009,0.05,0.05
G6A,n/a,03/12/2009,0.05,0.05
G7A,n/a,23/01/2008,0.09,0.09
G7A,n/a,27/02/2008,1.5,1.5
G7A,n/a,26/03/2008,0.16,0.16
G7A,n/a,23/04/2008,0.16,0.16
G7A,n/a,28/05/2008,0.16,0.16
G7A,n/a,30/07/2008,0.13,0.13
G7A,n/a,24/09/2008,0.12,0.12
G7A,n/a,22/10/2008,0.11,0.11
G7A,n/a,16/12/2008,0.11,0.11
G7A,n/a,28/01/2009,0.1,0.1
G7A,n/a,26/02/2009,0.13,0.13
G7A,n/a,25/03/2009,0.25,0.25
G7A,n/a,29/04/2009,0.19,0.19
G7A,n/a,27/05/2009,0.17,0.17
G7A,n/a,24/06/2009,0.14,0.14
G7A,n/a,22/07/2009,0.13,0.13
G7A,n/a,25/08/2009,0.1,0.1
G7A,n/a,07/10/2009,0.05,0.05
G7A,n/a,26/11/2009,0.05,0.05
G7A,n/a,03/12/2009,0.05,0.05
G8,n/a,23/01/2008,0.17,0.17
G8,n/a,27/02/2008,0.23,0.23
G8,n/a,25/06/2008,0.3,0.3
G8,n/a,30/07/2008,0.22,0.22
G8,n/a,27/08/2008,0.17,0.17
G8,n/a,22/07/2009,0.24,0.24
G8,n/a,07/10/2009,0.05,0.05
G8,n/a,13/11/2009,0.05,0.05
G8,n/a,03/12/2009,0.05,0.05
G8A,n/a,23/01/2008,0.09,0.09
G8A,n/a,27/02/2008,0.14,0.14
G8A,n/a,26/03/2008,0.17,0.17
G8A,n/a,23/04/2008,0.16,0.16
G8A,n/a,28/05/2008,0.16,0.16
G8A,n/a,25/06/2008,0.11,0.11
G8A,n/a,30/07/2008,0.13,0.13
G8A,n/a,27/08/2008,0.12,0.12
G8A,n/a,24/09/2008,0.13,0.13
G8A,n/a,22/10/2008,0.12,0.12
G8A,n/a,18/12/2008,0.11,0.11
G8A,n/a,28/01/2009,0.1,0.1
G8A,n/a,26/02/2009,0.14,0.14
G8A,n/a,25/03/2009,0.21,0.21
G8A,n/a,29/04/2009,0.19,0.19
G8A,n/a,27/05/2009,0.17,0.17
G8A,n/a,24/06/2009,0.15,0.15
G8A,n/a,22/07/2009,0.14,0.14
G8A,n/a,25/08/2009,0.1,0.1
G8A,n/a,07/10/2009,0.05,0.05
G8A,n/a,13/11/2009,0.05,0.05
G8A,n/a,12/01/2009,0.05,0.05
G8B,n/a,23/01/2008,0.1,0.1
G8B,n/a,27/02/2008,0.14,0.14
G8B,n/a,26/03/2008,0.17,0.17
G8B,n/a,23/04/2008,0.16,0.16
G8B,n/a,28/05/2008,0.17,0.17
G8B,n/a,25/06/2008,0.11,0.11
G8B,n/a,30/07/2008,0.13,0.13
G8B,n/a,27/06/2008,0.12,0.12
G8B,n/a,24/09/2008,0.13,0.13
G8B,n/a,22/10/2008,0.12,0.12
G8B,n/a,27/11/2008,0.11,0.11
G8B,n/a,16/12/2008,0.11,0.11
G8B,n/a,28/01/2009,0.1,0.1
G8B,n/a,26/02/2009,0.14,0.14
G8B,n/a,25/03/2009,0.21,0.21
G8B,n/a,29/04/2009,0.19,0.19
G8B,n/a,27/05/2009,0.17,0.17
G8B,n/a,24/06/2009,0.15,0.15
G8B,n/a,22/07/2009,0.14,0.14
G8B,n/a,25/08/2009,0.1,0.1
G8B,n/a,07/10/2009,0.1,0.1
G8B,n/a,13/11/2009,0.05,0.05
G8B,n/a,03/12/2009,0.05,0.05
CHIL1,n/a,16/01/2008,0.1,0.1
CHIL1,n/a,19/02/2008,0.1,0.1
CHIL1,n/a,12/03/2008,0.13,0.13
CHIL1,n/a,15/04/2008,0.15,0.15
CHIL1,n/a,20/05/2008,0.11,0.11
CHIL1,n/a,17/06/2008,0.05,<0.10
CHIL1,n/a,23/07/2008,0.05,<0.10
CHIL1,n/a,19/08/2008,0.05,<0.10
CHIL1,n/a,17/09/2008,0.05,<0.10
CHIL1,n/a,14/10/2008,0.05,<0.10
CHIL1,n/a,18/11/2008,0.05,<0.10
CHIL1,n/a,10/12/2008,0.05,<0.10
CHIL1,n/a,20/01/2009,1,1
CHIL1,n/a,11/02/2009,1.3,1.3
CHIL1,n/a,17/03/2009,1.3,1.3
CHIL1,n/a,21/04/2009,1.5,1.5
CHIL1,n/a,19/05/2009,1.3,1.3
CHIL1,n/a,16/06/2009,0.1,0.1
CHIL1,n/a,14/07/2009,0.05,<0.10
CHIL1,n/a,18/06/2009,0.05,<0.10
CHIL1,n/a,23/10/2009,0.05,<0.10
CHIL1,n/a,18/11/2009,0.05,<0.10
CHIL1,n/a,09/12/2009,0.05,<0.10
CHIL2,n/a,16/01/2008,0.11,0.11
CHIL2,n/a,19/02/2008,0.12,0.12
CHIL2,n/a,12/03/2008,0.13,0.13
CHIL2,n/a,15/04/2008,0.12,0.12
CHIL2,n/a,20/05/2008,0.11,0.11
CHIL2,n/a,17/06/2008,10,10
CHIL2,n/a,23/07/2008,0.05,<0.10
CHIL2,n/a,19/08/2008,0.05,<0.10
CHIL2,n/a,17/09/2008,0.05,<0.10
CHIL2,n/a,14/10/2008,0.05,<0.10
CHIL2,n/a,18/11/2008,0.05,<0.10
CHIL2,n/a,10/12/2008,0.05,<0.10
CHIL2,n/a,20/01/2009,0.1,0.1
CHIL2,n/a,11/02/2009,0.13,0.13
CHIL2,n/a,17/03/2009,0.13,0.13
CHIL2,n/a,21/04/2009,0.14,0.14
CHIL2,n/a,19/05/2009,0.05,<0.10
CHIL2,n/a,16/06/2009,0.11,0.11
CHIL2,n/a,14/07/2009,0.11,0.11
CHIL2,n/a,18/08/2009,0.05,<0.10
CHIL2,n/a,27/10/2009,0.05,<0.10
CHIL2,n/a,18/11/2009,0.05,<0.10
CHIL2,n/a,09/12/2009,0.05,<0.10
CHIL3,n/a,17/01/2008,0.1,0.1
CHIL3,n/a,20/02/2008,0.05,<0.10
CHIL3,n/a,13/03/2008,0.13,0.13
CHIL3,n/a,16/04/2008,0.16,0.16
CHIL3,n/a,21/05/2008,0.13,0.13
CHIL3,n/a,18/06/2008,0.05,<0.10
CHIL3,n/a,24/07/2008,0.05,<0.10
CHIL3,n/a,20/08/2008,0.05,<0.10
CHIL3,n/a,18/09/2008,0.05,<0.10
CHIL3,n/a,15/10/2008,0.05,<0.10
CHIL3,n/a,19/11/2008,0.05,<0.10
CHIL3,n/a,10/12/2008,0.05,<0.10
CHIL3,n/a,21/01/2009,0.05,<0.10
CHIL3,n/a,11/02/2009,0.13,0.13
CHIL3,n/a,18/03/2009,0.12,0.12
CHIL3,n/a,22/04/2009,0.17,0.17
CHIL3,n/a,20/05/2009,0.14,0.14
CHIL3,n/a,17/06/2009,0.14,0.14
CHIL3,n/a,27/10/2009,0.05,<0.10
CHIL3,n/a,18/11/2009,0.05,<0.10
CHIL3,n/a,09/12/2009,0.05,<0.10
CHIL4,n/a,16/01/2008,0.11,0.11
CHIL4,n/a,19/02/2008,0.05,<0.10
CHIL4,n/a,12/03/2008,0.13,0.13
CHIL4,n/a,15/04/2008,0.14,0.14
CHIL4,n/a,20/05/2008,0.14,0.14
CHIL4,n/a,17/06/2008,0.05,<0.10
CHIL4,n/a,23/07/2008,5,<010
CHIL4,n/a,19/08/2008,0.05,<0.10
CHIL4,n/a,17/09/2008,0.05,<0.10
CHIL4,n/a,14/10/2008,0.05,<0.10
CHIL4,n/a,15/11/2008,0.05,<0.10
CHIL4,n/a,10/12/2008,0.05,<0.10
CHIL4,n/a,20/01/2009,0.05,<0.10
CHIL4,n/a,11/02/2009,0.13,0.13
CHIL4,n/a,17/03/2009,0.14,0.14
CHIL4,n/a,21/04/2009,0.16,0.16
CHIL4,n/a,19/05/2009,0.13,0.13
CHIL4,n/a,16/06/2009,0.11,0.11
CHIL4,n/a,14/07/2009,0.1,0.1
CHIL4,n/a,18/08/2009,0.05,<0.10
CHIL4,n/a,27/10/2009,0.05,<0.10
CHIL4,n/a,18/11/2009,0.05,<0.10
CHIL4,n/a,09/12/2009,0.05,<0.10
CHIL5,n/a,16/01/2008,0.1,0.1
CHIL5,n/a,19/02/2008,0.05,<0.10
CHIL5,n/a,12/03/2008,0.05,<0.10
CHIL5,n/a,15/04/2008,0.13,0.13
CHIL5,n/a,20/05/2008,0.13,0.13
CHIL5,n/a,17/06/2008,0.05,<0.10
CHIL5,n/a,23/07/2008,0.05,<0.10
CHIL5,n/a,19/08/2008,0.05,<0.10
CHIL5,n/a,17/09/2008,0.05,<0.10
CHIL5,n/a,14/10/2008,0.05,<0.10
CHIL5,n/a,18/11/2008,0.05,<0.10
CHIL5,n/a,10/12/2008,0.05,<0.10
CHIL5,n/a,20/01/2009,0.05,<0.10
CHIL5,n/a,11/02/2009,0.13,0.13
CHIL5,n/a,17/03/2009,0.14,0.14
CHIL5,n/a,21/04/2009,0.15,0.15
CHIL5,n/a,19/05/2009,0.18,0.18
CHIL5,n/a,16/06/2009,0.11,0.11
CHIL5,n/a,27/10/2009,0.05,<0.10
CHIL5,n/a,19/11/2009,0.05,<0.10
CHIL5,n/a,09/12/2009,0.05,<0.10
CHIL6,n/a,17/01/2008,0.13,0.13
CHIL6,n/a,20/02/2008,0.11,0.11
CHIL6,n/a,13/03/2008,0.14,0.14
CHIL6,n/a,16/04/2008,0.15,0.15
CHIL6,n/a,21/05/2008,0.14,0.14
CHIL6,n/a,18/06/2008,0.13,0.13
CHIL6,n/a,20/08/2008,0.05,<0.10
CHIL6,n/a,15/09/2008,0.13,0.13
CHIL6,n/a,15/10/2008,0.11,0.11
CHIL6,n/a,19/11/2008,0.05,<0.10
CHIL6,n/a,10/12/2008,0.05,<0.10
CHIL6,n/a,21/01/2009,0.11,0.11
CHIL6,n/a,11/02/2009,0.14,0.14
CHIL6,n/a,18/03/2009,0.13,0.13
CHIL6,n/a,22/04/2009,14,14
CHIL6,n/a,20/05/2009,0.16,0.16
CHIL6,n/a,16/07/2009,0.14,0.14
CHIL6,n/a,18/08/2009,0.13,0.13
CHIL6,n/a,28/10/2009,0.05,<0.10
CHIL7,n/a,17/01/7008,0.05,<0.10
CHIL7,n/a,20/02/2008,0.11,0.11
CHIL7,n/a,13/03/2008,0.15,0.15
CHIL7,n/a,16/04/2008,0.16,0.16
CHIL7,n/a,21/05/2008,0.17,0.17
CHIL7,n/a,18/06/2008,0.14,0.14
CHIL7,n/a,24/07/2008,0.14,0.14
CHIL7,n/a,20/08/2008,0.05,<0.10
CHIL7,n/a,18/09/2008,0.12,0.12
CHIL7,n/a,15/10/2008,0.11,0.11
CHIL7,n/a,19/11/2008,0.05,<0.10
CHIL7,n/a,10/12/2008,0.11,0.11
CHIL7,n/a,31/01/2009,0.11,0.11
CHIL7,n/a,11/02/2009,0.14,0.14
CHIL7,n/a,18/03/2009,0.13,0.13
CHIL7,n/a,22/04/2009,0.14,0.14
CHIL7,n/a,20/05/2009,0.14,0.14
CHIL7,n/a,17/06/2009,0.2,0.2
CHIL7,n/a,15/07/2009,0.16,0.16
CHIL7,n/a,15/08/2009,0.13,0.13
CHIL7,n/a,28/10/2009,0.05,<0.10
CHIL7,n/a,18/11/2009,0.05,<0.10
CHIL7,n/a,09/12/2009,0.05,<0.10
CHIL8,n/a,17/01/2008,0.05,<0.10
CHIL8,n/a,20/02/2008,0.05,<0.10
CHIL8,n/a,13/03/2008,0.1,0.1
CHIL8,n/a,16/04/2008,0.05,<0.10
CHIL8,n/a,21/05/2008,0.05,<0.10
CHIL8,n/a,18/06/2008,0.05,<0.10
CHIL8,n/a,24/07/2008,0.11,0.11
CHIL8,n/a,20/08/2008,0.11,0.11
CHIL8,n/a,18/09/2008,0.1,0.1
CHIL8,n/a,15/10/2008,0.05,<0.10
CHIL8,n/a,19/11/2008,0.1,0.1
CHIL8,n/a,10/12/2008,0.05,<0.10
CHIL8,n/a,21/01/2009,0.05,<0.10
CHIL8,n/a,11/02/2009,0.05,<0.10
CHIL8,n/a,18/03/2009,0.05,<0.10
CHIL8,n/a,22/04/2009,0.05,<0.10
CHIL8,n/a,20/05/2009,0.05,<0.10
CHIL8,n/a,17/06/2009,0.1,0.1
CHIL8,n/a,16/07/2009,0.05,<0.10
CHIL8,n/a,18/08/2009,0.1,0.1
CHIL8,n/a,28/10/2009,0.05,<0.10
CHIL8,n/a,19/11/2009,0.05,<0.10
CHIL8,n/a,09/12/2009,0.05,<0.10
CHIL9,n/a,16/01/2008,0.1,0.1
CHIL9,n/a,11/02/2008,0.05,<0.10
CHIL9,n/a,13/03/2008,0.05,<0.10
CHIL9,n/a,29/05/2008,0.1,0.1
CHIL9,n/a,17/06/2008,0.05,<0.10
CHIL9,n/a,16/07/2008,0.05,<0.10
CHIL9,n/a,13/08/2008,0.05,<0.10
CHIL9,n/a,23/09/2008,0.1,0.1
CHIL9,n/a,15/10/2008,0.11,0.11
CHIL9,n/a,20/11/2008,0.05,<0.10
CHIL9,n/a,10/12/2008,0.1,0.1
CHIL9,n/a,15/01/2009,0.1,0.1
CHIL9,n/a,12/02/2009,0.05,<0.10
CHIL9,n/a,12/03/2009,0.05,<0.10
CHIL9,n/a,14/04/2009,0.05,<0.10
CHIL9,n/a,12/05/2009,0.05,<0.10
CHIL9,n/a,09/06/2009,0.05,<0.10
CHIL9,n/a,14/07/2009,0.05,<0.10
CHIL9,n/a,26/08/2009,0.05,<0.10
CHIL9,n/a,09/09/2009,0.05,<0.10
CHIL9,n/a,13/10/2009,0.11,0.11
CHIL9,n/a,12/11/2009,0.1,0.1
CHIL9,n/a,10/12/2009,0.11,0.11
TMCH1,n/a,16/01/2008,0.05,<0.10
TMCH1,n/a,11/02/2008,0.05,<0.10
TMCH1,n/a,13/03/2008,0.05,<0.10
TMCH1,n/a,15/04/2008,0.05,<0.10
TMCH1,n/a,13/05/2008,0.05,<0.10
TMCH1,n/a,27/03/2008,0.05,<0.10
TMCH1,n/a,15/07/2008,0.05,<0.10
TMCH1,n/a,13/08/2008,0.05,<0.10
TMCH1,n/a,23/09/2008,0.05,<0.10
TMCH1,n/a,15/10/2008,0.05,<0.10
TMCH1,n/a,20/11/2008,0.1,0.1
TMCH1,n/a,10/12/2008,0.05,<0.10
TMCH1,n/a,15/01/2009,0.05,<0.10
TMCH1,n/a,12/02/2009,0.05,<0.10
TMCH1,n/a,12/03/2009,0.05,<0.10
TMCH1,n/a,14/04/2009,0.05,<0.10
TMCH1,n/a,12/05/2009,0.05,<0.10
TMCH1,n/a,09/06/2009,0.05,<0.10
TMCH1,n/a,14/07/2009,0.05,<0.10
TMCH1,n/a,28/08/2009,0.05,<0.10
TMCH1,n/a,09/09/2009,0.05,<0.10
TMCH1,n/a,13/10/2009,0.05,<0.10
TMCH1,n/a,12/11/2009,0.05,<0.10
TMCH1,n/a,10/12/2009,0.05,<0.10
TMCH2,n/a,16/01/2008,0.05,<0.10
TMCH2,n/a,11/02/2008,0.05,<0.10
TMCH2,n/a,13/03/2008,0.05,<0.10
TMCH2,n/a,15/04/2008,0.05,<0.10
TMCH2,n/a,13/05/2008,0.05,<0.10
TMCH2,n/a,17/06/2008,0.05,<0.10
TMCH2,n/a,15/07/2008,0.05,<0.10
TMCH2,n/a,13/08/2008,0.05,<0.10
TMCH2,n/a,23/09/2008,0.05,<0.10
TMCH2,n/a,15/10/2008,0.05,<0.10
TMCH2,n/a,20/11/2008,0.05,<0.10
TMCH2,n/a,10/12/2008,0.05,<0.10
TMCH2,n/a,15/01/2009,0.05,<0.10
TMCH2,n/a,12/02/2009,0.05,<0.10
TMCH2,n/a,12/03/2009,0.05,<0.10
TMCH2,n/a,14/04/2009,0.05,<0.10
TMCH2,n/a,12/05/2009,0.05,<0.10
TMCH2,n/a,09/06/2009,0.05,<0.10
TMCH2,n/a,14/07/2009,0.05,<0.10
TMCH2,n/a,26/08/2009,0.05,<0.10
TMCH2,n/a,09/09/2009,0.05,<0.10
TMCH2,n/a,23/10/2009,0.05,<0.10
TMCH2,n/a,12/11/2009,0.05,<0.10
TMCH2,n/a,10/12/2009,0.05,<0.10
TMCH3,n/a,16/01/2008,0.05,<0.10
TMCH3,n/a,11/02/2008,0.05,<0.10
TMCH3,n/a,13/03/2008,0.05,<0.10
TMCH3,n/a,15/04/2008,0.05,<0.10
TMCH3,n/a,13/06/2008,0.05,<0.10
TMCH3,n/a,17/06/2008,0.05,<0.10
TMCH3,n/a,15/07/2008,0.05,<0.10
TMCH3,n/a,13/08/2008,0.05,<0.10
TMCH3,n/a,23/09/2008,0.05,<0.10
TMCH3,n/a,15/10/2008,0.05,<0.10
TMCH3,n/a,20/11/2008,0.05,<0.10
TMCH3,n/a,10/12/2008,0.05,<0.10
TMCH3,n/a,15/01/2009,0.05,<0.10
TMCH3,n/a,12/02/2009,0.05,<0.10
TMCH3,n/a,12/03/2009,0.05,<0.10
TMCH3,n/a,14/04/2009,0.05,<0.10
TMCH3,n/a,12/05/2009,0.05,<0.10
TMCH3,n/a,09/06/2009,0.05,<0.10
TMCH3,n/a,14/07/2009,0.05,<0.10
TMCH3,n/a,26/08/2009,0.05,<0.10
TMCH3,n/a,09/09/2009,0.05,<0.10
TMCH3,n/a,13/10/2009,0.05,<0.10
TMCH3,n/a,12/11/2009,0.05,<0.10
TMCH3,n/a,10/12/2009,0.05,<0.10
TMCH4,n/a,16/01/2008,0.05,<0.10
TMCH4,n/a,11/02/2008,0.05,<0.10
TMCH4,n/a,13/03/2008,0.05,<0.10
TMCH4,n/a,15/04/2008,0.05,<0.10
TMCH4,n/a,13/05/2008,0.05,<0.10
TMCH4,n/a,17/06/2008,0.05,<0.10
TMCH4,n/a,15/07/2008,0.05,<0.10
TMCH4,n/a,13/08/2008,0.05,<0.10
TMCH4,n/a,23/09/2008,0.05,<0.10
TMCH4,n/a,15/10/2008,0.05,<0.10
TMCH4,n/a,20/11/2008,0.05,<0.10
TMCH4,n/a,10/12/2008,0.05,<0.10
TMCH4,n/a,15/01/2009,0.05,<0.10
TMCH4,n/a,12/02/2009,0.05,<0.10
TMCH4,n/a,12/03/2009,0.05,<0.10
TMCH4,n/a,14/04/2009,0.05,<0.10
TMCH4,n/a,12/05/2009,0.05,<0.10
TMCH4,n/a,09/06/2009,0.05,<0.10
TMCH4,n/a,14/07/2009,0.05,<0.10
TMCH4,n/a,26/08/2009,0.05,<0.10
TMCH4,n/a,09/09/2009,0.05,<0.10
TMCH4,n/a,13/10/2009,0.05,<0.10
TMCH4,n/a,12/11/2009,0.05,<0.10
TMCH4,n/a,10/12/2009,0.05,<0.10
CQA,n/a,08/01/2008,0.05,<0.10
CQA,n/a,12/02/2008,0.05,<0.10
CQA,n/a,01/04/2008,0.05,<0.10
CQA,n/a,06/05/2008,0.05,<0.10
CQA,n/a,03/06/2008,0.05,<0.10
CQA,n/a,09/07/2008,0.05,<0.10
CQA,n/a,05/08/2008,0.05,<0.10
CQA,n/a,02/09/2008,0.05,<0.10
CQA,n/a,01/10/2008,0.05,<0.10
CQA,n/a,06/11/2008,0.05,<0.10
CQA,n/a,07/01/2009,0.05,<0.10
CQA,n/a,10/02/2009,0.05,<0.10
CQA,n/a,03/03/2009,0.05,<0.10
CQA,n/a,01/04/2009,0.05,<0.10
CQA,n/a,05/05/2009,0.05,<0.10
CQA,n/a,02/06/2009,0.05,<0.10
CQA,n/a,02/07/2009,0.05,<0.10
CQA,n/a,04/08/2009,0.05,<0.10
CQA,n/a,12/10/2009,0.05,<0.10
CQA,n/a,16/11/2009,0.05,<0.10
CQA,n/a,07/12/2009,0.05,<0.10
QAL,n/a,08/01/2008,0.05,<0.10
QAL,n/a,12/02/2008,0.05,<0.10
QAL,n/a,04/03/2008,0.05,<0.10
QAL,n/a,01/04/2008,0.05,<0.10
QAL,n/a,06/05/2008,0.05,<0.10
QAL,n/a,03/06/2008,0.05,<0.10
QAL,n/a,09/07/2008,0.05,<0.10
QAL,n/a,05/08/2008,0.05,<0.10
