"","site","depth","date","data","delta"
"1569","TMR","Shallow",2003-04-30,0,0
"1570","TMR","Shallow",2003-06-26,0,0
"1572","TMR","Shallow",2003-08-28,0.07,0.07
"1573","TMR","Shallow",2003-09-25,0.06,-0.01
"1574","TMR","Shallow",2003-10-30,0.07,0.01
"1575","TMR","Shallow",2003-11-27,0.07,0
"1576","TMR","Shallow",2003-12-30,0.05,-0.02
"1577","TMR","Shallow",2004-01-28,0.05,0
"1578","TMR","Shallow",2004-02-26,0.05,0
"1579","TMR","Shallow",2004-03-25,0.06,0.01
"1580","TMR","Shallow",2004-04-28,0.06,0
"1581","TMR","Shallow",2004-05-26,0.04,-0.02
"1582","TMR","Shallow",2004-06-24,0.04,0
"1583","TMR","Shallow",2004-07-29,0.07,0.03
"1584","TMR","Shallow",2004-08-26,0.07,0
"1585","TMR","Shallow",2004-09-30,0.06,-0.01
"1586","TMR","Shallow",2004-10-28,0.06,0
"1587","TMR","Shallow",2004-11-24,0.06,0
"1588","TMR","Shallow",2004-12-22,0.04,-0.02
"1589","TMR","Shallow",2005-01-27,0.04,0
"1590","TMR","Shallow",2005-02-23,0.04,0
"1591","TMR","Shallow",2005-03-23,0.05,0.01
"1592","TMR","Shallow",2005-04-28,0.05,0
"1593","TMR","Shallow",2005-05-26,0.06,0.01
"1594","TMR","Shallow",2005-06-14,0.06,0
"1595","TMR","Shallow",2005-07-27,0.07,0.01
"1596","TMR","Shallow",2005-08-25,0.07,0
"1597","TMR","Shallow",2005-09-28,0.07,0
"1598","TMR","Shallow",2005-10-26,0.06,-0.01
"1599","TMR","Shallow",2005-11-22,0.07,0.01
"1600","TMR","Shallow",2005-12-27,0.06,-0.01
"1601","ARN","Shallow",2007-01-24,0.03,0
"1603","ARN","Shallow",2007-02-15,0.03,0
"1605","ARN","Shallow",2007-03-27,0.03,0
"1607","ARN","Shallow",2007-04-17,0.02,-0.01
"1609","ARN","Shallow",2007-05-15,0.03,0.01
"1611","ARN","Shallow",2007-06-19,0.03,0
"1613","ARN","Shallow",2007-07-17,0.03,0
"1615","ARN","Shallow",2007-08-22,0.02,-0.01
"1617","ARN","Shallow",2007-09-18,0.02,0
"1619","ARN","Shallow",2007-10-23,0.03,0.01
"1621","ARN","Shallow",2007-11-20,0.02,-0.01
"1623","ARN","Shallow",2007-12-19,0.02,0
"1625","BAT","Shallow",2007-01-24,0.04,0
"1627","BAT","Shallow",2007-02-15,0.04,0
"1629","BAT","Shallow",2007-03-27,0.03,-0.01
"1631","BAT","Shallow",2007-04-18,0.03,0
"1633","BAT","Shallow",2007-05-16,0.04,0.01
"1635","BAT","Shallow",2007-06-20,0.04,0
"1637","BAT","Shallow",2007-07-18,0.04,0
"1639","BAT","Shallow",2007-08-23,0.03,-0.01
"1641","BAT","Shallow",2007-09-19,0.02,-0.01
"1643","BAT","Shallow",2007-10-24,0.04,0.02
"1645","BAT","Shallow",2007-11-20,0.03,-0.01
"1647","BAT","Shallow",2007-12-18,0.03,0
"1649","BCI","Shallow",2007-01-25,0.04,0
"1651","BCI","Shallow",2007-02-14,0.04,0
"1653","BCI","Shallow",2007-03-28,0.04,0
"1655","BCI","Shallow",2007-04-18,0.03,-0.01
"1657","BCI","Shallow",2007-05-16,0.04,0.01
"1659","BCI","Shallow",2007-06-20,0.04,0
"1661","BCI","Shallow",2007-07-18,0.04,0
"1663","BCI","Shallow",2007-08-23,0.03,-0.01
"1665","BCI","Shallow",2007-09-19,0.03,0
"1667","BCI","Shallow",2007-10-24,0.04,0.01
"1669","BCI","Shallow",2007-11-21,0.03,-0.01
"1671","BCI","Shallow",2007-12-19,0.04,0.01
"1673","DC1","Shallow",2007-01-25,0.05,0
"1675","DC1","Shallow",2007-02-14,0.05,0
"1677","DC1","Shallow",2007-03-28,0.05,0
"1679","DC1","Shallow",2007-04-19,0.03,-0.02
"1681","DC1","Shallow",2007-05-17,0.05,0.02
"1683","DC1","Shallow",2007-06-21,0.06,0.01
"1685","DC1","Shallow",2007-07-19,0.04,-0.02
"1687","DC1","Shallow",2007-08-21,0.04,0
"1689","DC1","Shallow",2007-09-20,0.04,0
"1691","DC1","Shallow",2007-10-24,0.06,0.02
"1693","DC1","Shallow",2007-11-21,0.05,-0.01
"1695","DC1","Shallow",2007-12-19,0.04,-0.01
"1697","ESC","Shallow",2007-01-24,0.04,0
"1699","ESC","Shallow",2007-02-15,0.04,0
"1701","ESC","Shallow",2007-03-27,0.03,-0.01
"1703","ESC","Shallow",2007-04-17,0.03,0
"1705","ESC","Shallow",2007-05-15,0.03,0
"1707","ESC","Shallow",2007-06-19,0.04,0.01
"1709","ESC","Shallow",2007-07-17,0.03,-0.01
"1711","ESC","Shallow",2007-08-22,0.03,0
"1713","ESC","Shallow",2007-09-18,0.02,-0.01
"1715","ESC","Shallow",2007-10-24,0.04,0.02
"1717","ESC","Shallow",2007-11-20,0.03,-0.01
"1719","ESC","Shallow",2007-12-18,0.03,0
"1721","HUM","Shallow",2007-01-24,0.02,0.01
"1723","HUM","Shallow",2007-02-15,0.02,0
"1725","HUM","Shallow",2007-03-27,0.02,0
"1727","HUM","Shallow",2007-04-17,0.01,-0.01
"1729","HUM","Shallow",2007-05-15,0.02,0.01
"1731","HUM","Shallow",2007-06-19,0.02,0
"1733","HUM","Shallow",2007-07-17,0.02,0
"1735","HUM","Shallow",2007-08-22,0.01,-0.01
"1737","HUM","Shallow",2007-09-18,0.01,0
"1739","HUM","Shallow",2007-10-24,0.01,0
"1741","HUM","Shallow",2007-11-20,0.01,0
"1743","HUM","Shallow",2007-12-18,0.01,0
"1745","LAT","Shallow",2007-01-25,0.01,0
"1747","LAT","Shallow",2007-02-14,0.01,0
"1749","LAT","Shallow",2007-03-28,0.01,0
"1751","LAT","Shallow",2007-04-19,0.01,0
"1753","LAT","Shallow",2007-05-17,0.01,0
"1755","LAT","Shallow",2007-06-21,0.01,0
"1757","LAT","Shallow",2007-07-19,0.01,0
"1759","LAT","Shallow",2007-08-21,0,-0.01
"1761","LAT","Shallow",2007-09-20,0,0
"1763","LAT","Shallow",2007-10-24,0,0
"1765","LAT","Shallow",2007-11-21,0,0
"1767","LAT","Shallow",2007-12-19,0.01,0.01
"1769","MLR","Shallow",2007-01-24,0.05,0
"1771","MLR","Shallow",2007-02-14,0.05,0
"1773","MLR","Shallow",2007-03-28,0.04,-0.01
"1775","MLR","Shallow",2007-04-18,0.03,-0.01
"1777","MLR","Shallow",2007-05-16,0.04,0.01
"1779","MLR","Shallow",2007-06-20,0.04,0
"1781","MLR","Shallow",2007-07-18,0.04,0
"1783","MLR","Shallow",2007-08-23,0.03,-0.01
"1785","MLR","Shallow",2007-09-19,0.03,0
"1787","MLR","Shallow",2007-10-24,0.04,0.01
"1789","MLR","Shallow",2007-11-21,0.04,0
"1791","MLR","Shallow",2007-12-19,0.04,0
"1793","RAI","Shallow",2007-01-24,0.04,0.01
"1795","RAI","Shallow",2007-02-15,0.03,-0.01
"1797","RAI","Shallow",2007-03-27,0.03,0
"1799","RAI","Shallow",2007-04-17,0.03,0
"1801","RAI","Shallow",2007-05-15,0.03,0
"1803","RAI","Shallow",2007-06-19,0.03,0
"1805","RAI","Shallow",2007-07-17,0.03,0
"1807","RAI","Shallow",2007-08-22,0.02,-0.01
"1809","RAI","Shallow",2007-09-18,0.02,0
"1811","RAI","Shallow",2007-10-23,0.03,0.01
"1813","RAI","Shallow",2007-11-20,0.02,-0.01
"1815","RAI","Shallow",2007-12-18,0.03,0.01
"1817","TAR","Shallow",2007-01-25,0.01,0
"1819","TAR","Shallow",2007-02-14,0.01,0
"1821","TAR","Shallow",2007-03-28,0.01,0
"1823","TAR","Shallow",2007-04-19,0,-0.01
"1825","TAR","Shallow",2007-05-17,0.01,0.01
"1827","TAR","Shallow",2007-06-21,0.01,0
"1829","TAR","Shallow",2007-07-19,0.01,0
"1831","TAR","Shallow",2007-08-21,0,-0.01
"1833","TAR","Shallow",2007-09-20,0,0
"1835","TAR","Shallow",2007-10-24,0,0
"1837","TAR","Shallow",2007-11-21,0,0
"1839","TAR","Shallow",2007-12-19,0.01,0.01
"1841","TMR","Shallow",2007-01-25,0.06,0
"1843","TMR","Shallow",2007-02-14,0.05,-0.01
"1845","TMR","Shallow",2007-03-28,0.05,0
"1847","TMR","Shallow",2007-04-19,0.04,-0.01
"1849","TMR","Shallow",2007-05-17,0.06,0.02
"1851","TMR","Shallow",2007-06-21,0.07,0.01
"1853","TMR","Shallow",2007-07-19,0.06,-0.01
"1855","TMR","Shallow",2007-08-21,0.05,-0.01
"1857","TMR","Shallow",2007-09-20,0.05,0
"1859","TMR","Shallow",2007-10-24,0.07,0.02
"1861","TMR","Shallow",2007-11-21,0.06,-0.01
"1863","TMR","Shallow",2007-12-19,0.05,-0.01
"1900","M12","Shallow",2003-01-28,0.8,0
"1901","M12","Shallow",2003-03-17,0,-0.8
"1902","M12","Shallow",2003-04-14,0.3,0.3
"1903","M12","Shallow",2003-05-12,0.5,0.2
"1904","M12","Shallow",2003-06-10,0.1,-0.4
"1905","M12","Shallow",2003-07-22,0.4,0.3
"1906","M12","Shallow",2003-08-12,0.6,0.2
"1907","M12","Shallow",2003-09-10,0.5,-0.1
"1908","M12","Shallow",2003-10-15,0.4,-0.1
"1909","M12","Shallow",2003-11-12,0.6,0.2
"1910","M12","Shallow",2003-12-17,0.5,-0.1
"1911","M12","Shallow",2004-01-13,0.5,0
"1912","M12","Shallow",2004-02-11,0.7,0.2
"1913","M12","Shallow",2004-03-10,0.9,0.2
"1914","M12","Shallow",2004-04-13,0.8,-0.1
"1915","M12","Shallow",2004-05-12,0.7,-0.1
"1916","M12","Shallow",2004-06-09,0.3,-0.4
"1917","M12","Shallow",2004-07-15,0.5,0.2
"1918","M12","Shallow",2004-08-11,0.4,-0.1
"1919","M12","Shallow",2004-09-14,0.4,0
"1920","M12","Shallow",2004-10-13,0.5,0.1
"1921","M12","Shallow",2004-11-09,0.4,-0.1
"1922","M12","Shallow",2004-12-07,0.6,0.2
"1923","M12","Shallow",2005-01-12,0.7,0.1
"1924","M12","Shallow",2005-02-10,0.7,0
"1925","M12","Shallow",2005-03-09,0.5,-0.2
"1926","M12","Shallow",2005-04-13,0.4,-0.1
"1927","M12","Shallow",2005-05-11,0.5,0.1
"1928","M12","Shallow",2005-06-08,0.3,-0.2
"1929","M12","Shallow",2005-07-14,0.3,0
"1930","M12","Shallow",2005-08-10,0.5,0.2
"1931","M12","Shallow",2005-09-14,0.3,-0.2
"1932","M12","Shallow",2005-10-13,0.2,-0.1
"1933","M12","Shallow",2005-11-08,0.3,0.1
"1934","M12","Shallow",2005-12-05,0.4,0.1
"1970","M2","Shallow",2003-01-28,0.6,0
"1971","M2","Shallow",2003-03-17,0.7,0.1
"1972","M2","Shallow",2003-04-14,0.5,-0.2
"1973","M2","Shallow",2003-05-12,0.7,0.2
"1974","M2","Shallow",2003-06-10,0.3,-0.4
"1975","M2","Shallow",2003-07-22,0.7,0.4
"1976","M2","Shallow",2003-08-12,0.5,-0.2
"1977","M2","Shallow",2003-09-10,0.6,0.1
"1978","M2","Shallow",2003-10-15,0.7,0.1
"1979","M2","Shallow",2003-11-12,0.8,0.1
"1980","M2","Shallow",2003-12-17,0.5,-0.3
"1981","M2","Shallow",2004-01-13,0.9,0.4
"1982","M2","Shallow",2004-02-11,1,0.1
"1983","M2","Shallow",2004-03-10,1.2,0.2
"1984","M2","Shallow",2004-04-13,0.9,-0.3
"1985","M2","Shallow",2004-05-12,1.4,0.5
"1986","M2","Shallow",2004-06-09,0.4,-1
"1987","M2","Shallow",2004-07-15,0.8,0.4
"1988","M2","Shallow",2004-08-11,0.5,-0.3
"1989","M2","Shallow",2004-09-14,0.6,0.1
"1990","M2","Shallow",2004-10-13,0.6,0
"1991","M2","Shallow",2004-11-09,0.7,0.1
"1992","M2","Shallow",2004-12-07,0.7,0
"1993","M2","Shallow",2005-01-12,0.7,0
"1994","M2","Shallow",2005-02-10,0.9,0.2
"1995","M2","Shallow",2005-03-09,0.7,-0.2
"1996","M2","Shallow",2005-04-13,0.8,0.1
"1997","M2","Shallow",2005-05-11,0.6,-0.2
"1998","M2","Shallow",2005-06-08,0.5,-0.1
"1999","M2","Shallow",2005-07-14,0.4,-0.1
"2000","M2","Shallow",2005-08-10,0.5,0.1
"2001","M2","Shallow",2005-09-14,0.4,-0.1
"2002","M2","Shallow",2005-10-13,0.4,0
"2003","M2","Shallow",2005-11-08,0.6,0.2
"2004","M2","Shallow",2005-12-05,0.8,0.2
"2040","M5","Shallow",2003-01-28,0.8,0
"2041","M5","Shallow",2003-03-17,0.1,-0.7
"2042","M5","Shallow",2003-04-14,0.4,0.3
"2043","M5","Shallow",2003-05-12,0.4,0
"2044","M5","Shallow",2003-06-10,0.3,-0.1
"2045","M5","Shallow",2003-07-22,0.8,0.5
"2046","M5","Shallow",2003-08-12,0.5,-0.3
"2047","M5","Shallow",2003-09-10,0.5,0
"2048","M5","Shallow",2003-10-15,0.6,0.1
"2049","M5","Shallow",2003-11-12,0.6,0
"2050","M5","Shallow",2003-12-17,0.5,-0.1
"2051","M5","Shallow",2004-01-13,0.9,0.4
"2052","M5","Shallow",2004-02-11,1,0.1
"2053","M5","Shallow",2004-03-10,1.1,0.1
"2054","M5","Shallow",2004-04-13,0.9,-0.2
"2055","M5","Shallow",2004-05-12,1.3,0.4
"2056","M5","Shallow",2004-06-09,0.3,-1
"2057","M5","Shallow",2004-07-15,0.8,0.5
"2058","M5","Shallow",2004-08-11,0.5,-0.3
"2059","M5","Shallow",2004-09-14,0.5,0
"2060","M5","Shallow",2004-10-13,0.6,0.1
"2061","M5","Shallow",2004-11-09,0.7,0.1
"2062","M5","Shallow",2004-12-07,0.7,0
"2063","M5","Shallow",2005-01-12,0.8,0.1
"2064","M5","Shallow",2005-02-10,0.9,0.1
"2065","M5","Shallow",2005-03-09,0.7,-0.2
"2066","M5","Shallow",2005-04-13,0.8,0.1
"2067","M5","Shallow",2005-05-11,0.8,0
"2068","M5","Shallow",2005-06-08,0.4,-0.4
"2069","M5","Shallow",2005-07-14,0.3,-0.1
"2070","M5","Shallow",2005-08-10,0.6,0.3
"2071","M5","Shallow",2005-09-14,0.4,-0.2
"2072","M5","Shallow",2005-10-13,0.3,-0.1
"2073","M5","Shallow",2005-11-08,0.4,0.1
"2074","M5","Shallow",2005-12-05,0.6,0.2
"2090","RAP","Shallow",2003-01-28,0.6,0
"2091","RAP","Shallow",2003-03-17,0.6,0
"2092","RAP","Shallow",2003-04-14,0.4,-0.2
"2093","RAP","Shallow",2003-05-12,0.7,0.3
"2094","RAP","Shallow",2003-06-10,0.2,-0.5
"2095","RAP","Shallow",2003-07-22,0.6,0.4
"2096","RAP","Shallow",2003-08-12,0.4,-0.2
"2097","RAP","Shallow",2003-09-10,0.6,0.2
"2098","RAP","Shallow",2003-10-15,0.7,0.1
"2099","RAP","Shallow",2003-11-12,0.4,-0.3
"2100","RAP","Shallow",2003-12-17,0.4,0
"2101","RAP","Shallow",2004-01-13,0.7,0.3
"2102","RAP","Shallow",2004-02-11,0.9,0.2
"2103","RAP","Shallow",2004-03-10,1.1,0.2
"2104","RAP","Shallow",2004-04-13,0.9,-0.2
"2105","RAP","Shallow",2004-05-12,1.2,0.3
"2106","RAP","Shallow",2004-06-09,0.4,-0.8
"2107","RAP","Shallow",2004-07-15,0.6,0.2
"2108","RAP","Shallow",2004-08-11,0.4,-0.2
"2109","RAP","Shallow",2004-09-14,0.5,0.1
"2110","RAP","Shallow",2004-10-13,0.6,0.1
"2111","RAP","Shallow",2004-11-09,0.7,0.1
"2112","RAP","Shallow",2004-12-07,0.7,0
"2113","RAP","Shallow",2005-01-12,0.6,-0.1
"2114","RAP","Shallow",2005-02-10,0.8,0.2
"2115","RAP","Shallow",2005-03-09,0.8,0
"2116","RAP","Shallow",2005-04-13,0.6,-0.2
"2117","RAP","Shallow",2005-05-11,0.6,0
"2118","RAP","Shallow",2005-06-08,0.5,-0.1
"2119","RAP","Shallow",2005-07-14,0.4,-0.1
"2120","RAP","Shallow",2005-08-10,0.5,0.1
"2121","RAP","Shallow",2005-09-14,0.4,-0.1
"2122","RAP","Shallow",2005-10-13,0.4,0
"2123","RAP","Shallow",2005-11-08,0.4,0
"2124","RAP","Shallow",2005-12-05,0.6,0.2
"2160","RCO","Shallow",2003-01-28,0.6,0
"2161","RCO","Shallow",2003-03-17,0.6,0
"2162","RCO","Shallow",2003-04-14,0.5,-0.1
"2163","RCO","Shallow",2003-05-12,0.8,0.3
"2164","RCO","Shallow",2003-06-10,0.4,-0.4
"2165","RCO","Shallow",2003-07-22,0.7,0.3
"2166","RCO","Shallow",2003-08-12,0.3,-0.4
"2167","RCO","Shallow",2003-09-10,0.8,0.5
"2168","RCO","Shallow",2003-10-15,0.6,-0.2
"2169","RCO","Shallow",2003-11-12,0.5,-0.1
"2170","RCO","Shallow",2003-12-17,0.5,0
"2171","RCO","Shallow",2004-01-13,0.9,0.4
"2172","RCO","Shallow",2004-02-11,1.1,0.2
"2173","RCO","Shallow",2004-03-10,1.3,0.2
"2174","RCO","Shallow",2004-04-13,1,-0.3
"2175","RCO","Shallow",2004-05-12,1.3,0.3
"2176","RCO","Shallow",2004-06-09,0.5,-0.8
"2177","RCO","Shallow",2004-07-15,0.7,0.2
"2178","RCO","Shallow",2004-08-11,0.6,-0.1
"2179","RCO","Shallow",2004-09-14,0.6,0
"2180","RCO","Shallow",2004-10-13,0.7,0.1
"2181","RCO","Shallow",2004-11-09,0.8,0.1
"2182","RCO","Shallow",2004-12-07,0.7,-0.1
"2183","RCO","Shallow",2005-01-12,0.7,0
"2184","RCO","Shallow",2005-02-10,0.9,0.2
"2185","RCO","Shallow",2005-03-09,0.8,-0.1
"2186","RCO","Shallow",2005-04-13,0.8,0
"2187","RCO","Shallow",2005-05-11,0.7,-0.1
"2188","RCO","Shallow",2005-06-08,0.6,-0.1
"2189","RCO","Shallow",2005-07-14,0.4,-0.2
"2190","RCO","Shallow",2005-08-10,0.5,0.1
"2191","RCO","Shallow",2005-09-14,0.4,-0.1
"2192","RCO","Shallow",2005-10-13,0.3,-0.1
"2193","RCO","Shallow",2005-11-08,0.5,0.2
"2194","RCO","Shallow",2005-12-05,0.7,0.2
"2195","M12","Shallow",2007-01-31,0.51,0.11
"2197","M12","Shallow",2007-02-22,0.63,0.12
"2199","M12","Shallow",2007-03-29,0.69,0.0599999999999999
"2201","M12","Shallow",2007-04-25,0.4,-0.29
"2203","M12","Shallow",2007-05-29,0.39,-0.01
"2205","M12","Shallow",2007-06-28,0.34,-0.05
"2207","M12","Shallow",2007-07-26,0.29,-0.05
"2209","M12","Shallow",2007-08-29,0.21,-0.08
"2211","M12","Shallow",2007-09-26,0.22,0.01
"2213","M12","Shallow",2007-10-30,0.29,0.07
"2215","M12","Shallow",2007-11-27,0.3,0.01
"2217","M12","Shallow",2007-12-27,0.22,-0.08
"2219","M2","Shallow",2007-01-31,0.79,-0.01
"2221","M2","Shallow",2007-02-22,0.88,0.09
"2223","M2","Shallow",2007-03-29,1.26,0.38
"2225","M2","Shallow",2007-04-25,0.86,-0.4
"2227","M2","Shallow",2007-05-29,0.78,-0.08
"2229","M2","Shallow",2007-06-28,0.53,-0.25
"2231","M2","Shallow",2007-07-26,0.38,-0.15
"2233","M2","Shallow",2007-08-29,0.34,-0.04
"2235","M2","Shallow",2007-09-26,0.32,-0.02
"2237","M2","Shallow",2007-10-30,0.47,0.15
"2239","M2","Shallow",2007-11-27,0.51,0.04
"2241","M2","Shallow",2007-12-27,0.41,-0.1
"2243","RAP","Shallow",2007-01-31,0.72,0.12
"2245","RAP","Shallow",2007-02-22,0.87,0.15
"2247","RAP","Shallow",2007-03-29,0.97,0.1
"2249","RAP","Shallow",2007-04-25,0.63,-0.34
"2251","RAP","Shallow",2007-05-29,0.64,0.01
"2253","RAP","Shallow",2007-06-28,0.51,-0.13
"2255","RAP","Shallow",2007-07-26,0.46,-0.05
"2257","RAP","Shallow",2007-08-29,0.37,-0.09
"2259","RAP","Shallow",2007-09-26,0.33,-0.04
"2261","RAP","Shallow",2007-10-30,0.49,0.16
"2263","RAP","Shallow",2007-11-27,0.41,-0.08
"2265","RAP","Shallow",2007-12-27,0.26,-0.15
"2267","RCO","Shallow",2007-01-31,0.75,0.05
"2268","RCO","Shallow",2007-02-22,0.85,0.1
"2269","RCO","Shallow",2007-03-29,1.05,0.2
"2270","RCO","Shallow",2007-04-25,0.79,-0.26
"2271","RCO","Shallow",2007-05-29,0.69,-0.1
"2272","RCO","Shallow",2007-06-28,0.44,-0.25
"2273","RCO","Shallow",2007-07-26,0.28,-0.16
"2274","RCO","Shallow",2007-08-29,0.33,0.05
"2275","RCO","Shallow",2007-09-26,0.28,-0.05
"2276","RCO","Shallow",2007-10-30,0.33,0.05
"2278","RCO","Shallow",2007-11-27,0.48,0.15
"2280","RCO","Shallow",2007-12-27,0.38,-0.1
"2282","M5","Shallow",2007-01-31,0.82,0.22
"2284","M5","Shallow",2007-02-22,0.86,0.04
"2286","M5","Shallow",2007-03-29,1.16,0.3
"2288","M5","Shallow",2007-04-25,0.82,-0.34
"2290","M5","Shallow",2007-05-29,0.66,-0.16
"2292","M5","Shallow",2007-06-28,0.48,-0.18
"2294","M5","Shallow",2007-07-26,0.45,-0.03
"2296","M5","Shallow",2007-07-26,0.31,-0.14
"2298","M5","Shallow",2007-09-26,0.43,0.12
"2300","M5","Shallow",2007-10-30,0.42,-0.01
"2302","M5","Shallow",2007-11-27,0.58,0.16
"2304","M5","Shallow",2007-12-27,0.38,-0.2
"4476","BOP","Shallow",2008-01-15,0.05,0
"4477","BOP","Shallow",2008-02-14,0.05,0
"4478","BOP","Shallow",2008-03-18,0.05,0
"4479","BOP","Shallow",2008-04-16,0.05,0
"4480","BOP","Shallow",2008-05-14,0.05,0
"4481","BOP","Shallow",2008-06-18,0.05,0
"4482","BOP","Shallow",2008-07-18,0.05,0
"4483","BOP","Shallow",2008-08-12,0.05,0
"4484","BOP","Shallow",2008-09-16,0.05,0
"4485","BOP","Shallow",2008-10-14,0.05,0
"4486","BOP","Shallow",2008-11-11,0.05,0
"4487","BOP","Shallow",2008-12-09,0.05,0
"4488","BOP","Shallow",2009-01-14,0.05,0
"4489","BOP","Shallow",2009-02-10,0.05,0
"4490","BOP","Shallow",2009-03-10,0.05,0
"4491","BOP","Shallow",2009-04-28,0.05,0
"4492","BOP","Shallow",2009-05-13,0.05,0
"4493","BOP","Shallow",2009-06-11,0.05,0
"4494","BOP","Shallow",2009-07-16,0.05,0
"4495","BOP","Shallow",2009-08-11,0.05,0
"4496","BOP","Shallow",2009-06-08,0.05,0
"4497","BOP","Shallow",2009-10-19,0.05,0
"4498","BOP","Shallow",2009-11-24,0.05,0
"4499","BOP","Shallow",2009-12-08,0.05,0
"4517","DCH","Shallow",2008-01-15,0.05,0
"4518","DCH","Shallow",2008-02-14,0.05,0
"4519","DCH","Shallow",2008-03-18,0.05,0
"4520","DCH","Shallow",2008-04-15,0.05,0
"4521","DCH","Shallow",2008-05-14,0.05,0
"4522","DCH","Shallow",2008-06-18,0.05,0
"4523","DCH","Shallow",2008-07-18,0.05,0
"4524","DCH","Shallow",2008-08-12,0.05,0
"4525","DCH","Shallow",2008-09-16,0.05,0
"4526","DCH","Shallow",2008-10-14,0.05,0
"4527","DCH","Shallow",2008-11-11,0.05,0
"4528","DCH","Shallow",2008-12-09,0.05,0
"4529","DCH","Shallow",2009-01-14,0.05,0
"4530","DCH","Shallow",2009-02-10,0.05,0
"4531","DCH","Shallow",2009-03-10,0.05,0
"4532","DCH","Shallow",2009-04-28,0.05,0
"4533","DCH","Shallow",2009-05-12,0.05,0
"4534","DCH","Shallow",2009-06-11,0.05,0
"4535","DCH","Shallow",2009-07-16,0.05,0
"4536","DCH","Shallow",2009-08-11,0.05,0
"4537","DCH","Shallow",2009-09-08,0.05,0
"4538","DCH","Shallow",2009-10-19,0.05,0
"4539","DCH","Shallow",2009-11-24,0.05,0
"4540","DCH","Shallow",2009-12-09,0.05,0
"4562","ERP","Shallow",2008-01-15,0.05,0
"4563","ERP","Shallow",2008-02-14,0.05,0
"4564","ERP","Shallow",2008-03-18,0.05,0
"4565","ERP","Shallow",2020-04-16,0.05,0
"4566","ERP","Shallow",2008-05-14,0.05,0
"4567","ERP","Shallow",2008-06-16,0.05,0
"4568","ERP","Shallow",2008-07-16,0.05,0
"4569","ERP","Shallow",2008-08-12,0.05,0
"4570","ERP","Shallow",2008-09-16,0.05,0
"4571","ERP","Shallow",2008-10-14,0.05,0
"4572","ERP","Shallow",2008-11-11,0.05,0
"4573","ERP","Shallow",2008-12-09,0.05,0
"4574","ERP","Shallow",2009-01-14,0.05,0
"4575","ERP","Shallow",2009-02-10,0.05,0
"4576","ERP","Shallow",2009-03-10,0.05,0
"4577","ERP","Shallow",2009-04-28,0.05,0
"4578","ERP","Shallow",2009-05-13,0.05,0
"4579","ERP","Shallow",2009-06-11,0.05,0
"4580","ERP","Shallow",2009-07-16,0.05,0
"4581","ERP","Shallow",2009-08-11,0.05,0
"4582","ERP","Shallow",2009-09-08,0.05,0
"4583","ERP","Shallow",2009-10-19,0.05,0
"4584","ERP","Shallow",2009-11-24,0.05,0
"4585","ERP","Shallow",2009-12-09,0.05,0
"4610","PNP","Shallow",2008-01-15,0.05,0
"4611","PNP","Shallow",2008-02-14,0.05,0
"4612","PNP","Shallow",2008-03-18,0.05,0
"4613","PNP","Shallow",2008-04-16,0.05,0
"4614","PNP","Shallow",2008-05-14,0.05,0
"4615","PNP","Shallow",2008-06-18,0.05,0
"4616","PNP","Shallow",2008-07-18,0.05,0
"4617","PNP","Shallow",2008-08-12,0.05,0
"4618","PNP","Shallow",2008-09-15,0.05,0
"4619","PNP","Shallow",2008-10-14,0.05,0
"4620","PNP","Shallow",2008-11-11,0.05,0
"4621","PNP","Shallow",2008-12-09,0.05,0
"4622","PNP","Shallow",2009-01-14,0.05,0
"4623","PNP","Shallow",2009-02-10,0.05,0
"4624","PNP","Shallow",2009-03-10,0.05,0
"4625","PNP","Shallow",2009-04-28,0.05,0
"4626","PNP","Shallow",2009-05-13,0.05,0
"4627","PNP","Shallow",2009-06-11,0.05,0
"4628","PNP","Shallow",2009-01-15,0.05,0
"4629","PNP","Shallow",2009-08-11,0.05,0
"4630","PNP","Shallow",2009-09-08,0.05,0
"4631","PNP","Shallow",2009-10-19,0.05,0
"4632","PNP","Shallow",3009-11-24,0.05,0
"4633","PNP","Shallow",2009-12-09,0.05,0
"4658","TAG","Shallow",2008-01-15,0.05,0
"4659","TAG","Shallow",2008-02-14,0.05,0
"4660","TAG","Shallow",2008-03-18,0.05,0
"4661","TAG","Shallow",2008-04-16,0.05,0
"4662","TAG","Shallow",2008-05-14,0.05,0
"4663","TAG","Shallow",2008-06-18,0.05,0
"4664","TAG","Shallow",2008-07-18,0.05,0
"4665","TAG","Shallow",2008-08-12,0.05,0
"4666","TAG","Shallow",2008-09-15,0.05,0
"4667","TAG","Shallow",2008-10-14,0.05,0
"4668","TAG","Shallow",2008-11-11,0.05,0
"4669","TAG","Shallow",2008-12-09,0.05,0
"4670","TAG","Shallow",2009-01-14,0.05,0
"4671","TAG","Shallow",2009-02-10,0.05,0
"4672","TAG","Shallow",2009-03-10,0.05,0
"4673","TAG","Shallow",2009-04-28,0.05,0
"4674","TAG","Shallow",2009-05-13,0.05,0
"4675","TAG","Shallow",2009-08-11,0.05,0
"4676","TAG","Shallow",2009-07-16,0.05,0
"4677","TAG","Shallow",2009-08-11,0.05,0
"4678","TAG","Shallow",2009-09-08,0.05,0
"4679","TAG","Shallow",2009-10-19,0.05,0
"4680","TAG","Shallow",2009-11-24,0.05,0
