"","site","depth","date","data","delta"
"4681","TAG","Shallow",2009-12-09,0.05,0
"4706","ARN","Shallow",2008-01-23,0.05,0.03
"4707","ARN","Shallow",2008-02-19,0.05,0
"4708","ARN","Shallow",2008-03-24,0.05,0
"4709","ARN","Shallow",2008-04-22,0.05,0
"4710","ARN","Shallow",2008-05-20,0.05,0
"4711","ARN","Shallow",2008-06-25,0.05,0
"4712","ARN","Shallow",2008-07-23,0.05,0
"4713","ARN","Shallow",2008-08-20,0.05,0
"4714","ARN","Shallow",2008-09-23,0.05,0
"4715","ARN","Shallow",2008-10-21,0.05,0
"4716","ARN","Shallow",2008-11-10,0.05,0
"4717","ARN","Shallow",2008-12-16,0.05,0
"4718","ARN","Shallow",2009-01-21,0.05,0
"4719","ARN","Shallow",2009-02-17,0.05,0
"4720","ARN","Shallow",2009-03-17,0.05,0
"4721","ARN","Shallow",2009-04-22,0.05,0
"4722","ARN","Shallow",2009-05-19,0.05,0
"4723","ARN","Shallow",2009-06-16,0.05,0
"4724","ARN","Shallow",2009-07-21,0.05,0
"4725","ARN","Shallow",2009-08-20,0.05,0
"4726","ARN","Shallow",2009-09-15,0.05,0
"4727","ARN","Shallow",2009-10-20,0.05,0
"4728","ARN","Shallow",2009-11-17,0.05,0
"4729","ARN","Shallow",2009-12-15,0.05,0
"4754","BAT","Shallow",2008-01-23,0.05,0.02
"4755","BAT","Shallow",2008-02-19,0.05,0
"4756","BAT","Shallow",2008-03-24,0.05,0
"4757","BAT","Shallow",2008-04-22,0.05,0
"4758","BAT","Shallow",2008-05-20,0.05,0
"4759","BAT","Shallow",2008-06-25,0.05,0
"4760","BAT","Shallow",2008-07-23,0.05,0
"4761","BAT","Shallow",2008-08-20,0.06,0.01
"4762","BAT","Shallow",2008-09-23,0.05,-0.01
"4763","BAT","Shallow",2008-10-21,0.05,0
"4764","BAT","Shallow",2008-11-18,0.05,0
"4765","BAT","Shallow",2008-12-16,0.05,0
"4766","BAT","Shallow",2009-01-21,0.05,0
"4767","BAT","Shallow",2009-02-17,0.05,0
"4768","BAT","Shallow",2009-03-17,0.05,0
"4769","BAT","Shallow",2009-04-22,0.05,0
"4770","BAT","Shallow",2009-05-19,0.05,0
"4771","BAT","Shallow",2009-06-16,0.05,0
"4772","BAT","Shallow",2009-07-21,0.05,0
"4773","BAT","Shallow",2009-06-19,0.06,0.01
"4774","BAT","Shallow",2009-09-15,0.05,-0.01
"4775","BAT","Shallow",2009-10-20,0.05,0
"4776","BAT","Shallow",2009-11-17,0.05,0
"4777","BAT","Shallow",2009-12-15,0.05,0
"4802","BCI","Shallow",2008-01-22,0.05,0.01
"4803","BCI","Shallow",2008-02-20,0.05,0
"4804","BCI","Shallow",2008-03-25,0.05,0
"4805","BCI","Shallow",2008-04-23,0.05,0
"4806","BCI","Shallow",2008-05-21,0.05,0
"4807","BCI","Shallow",2008-06-24,0.05,0
"4808","BCI","Shallow",2008-07-24,0.05,0
"4809","BCI","Shallow",2008-08-19,0.06,0.01
"4810","BCI","Shallow",2009-09-24,0.05,-0.01
"4811","BCI","Shallow",2008-10-22,0.05,0
"4812","BCI","Shallow",2008-11-19,0.05,0
"4813","BCI","Shallow",2008-12-18,0.05,0
"4814","BCI","Shallow",2009-01-22,0.05,0
"4815","BCI","Shallow",2009-02-16,0.05,0
"4816","BCI","Shallow",2009-03-18,0.05,0
"4817","BCI","Shallow",2009-04-23,0.06,0.01
"4818","BCI","Shallow",2009-05-20,0.05,-0.01
"4819","BCI","Shallow",2009-06-17,0.05,0
"4820","BCI","Shallow",2009-07-22,0.05,0
"4821","BCI","Shallow",2009-08-18,0.06,0.01
"4822","BCI","Shallow",2009-09-16,0.05,-0.01
"4823","BCI","Shallow",2009-10-21,0.05,0
"4824","BCI","Shallow",2009-11-17,0.05,0
"4825","BCI","Shallow",2009-12-15,0.05,0
"4850","DC1","Shallow",2008-01-22,0.05,0.01
"4851","DC1","Shallow",2008-02-20,0.05,0
"4852","DC1","Shallow",2008-03-24,0.06,0.01
"4853","DC1","Shallow",2008-04-23,0.05,-0.01
"4854","DC1","Shallow",2008-05-21,0.05,0
"4855","DC1","Shallow",2008-06-25,0.05,0
"4856","DC1","Shallow",2008-07-24,0.06,0.01
"4857","DC1","Shallow",2008-08-20,0.06,0
"4858","DC1","Shallow",2008-09-24,0.06,0
"4859","DC1","Shallow",2008-10-18,0.05,-0.01
"4860","DC1","Shallow",2008-11-19,0.07,0.02
"4861","DC1","Shallow",2008-12-18,0.05,-0.02
"4862","DC1","Shallow",2009-01-22,0.05,0
"4863","DC1","Shallow",2009-02-18,0.05,0
"4864","DC1","Shallow",2009-03-18,0.06,0.01
"4865","DC1","Shallow",2009-04-23,0.06,0
"4866","DC1","Shallow",2009-05-20,0.05,-0.01
"4867","DC1","Shallow",2009-06-17,0.06,0.01
"4868","DC1","Shallow",2009-07-22,0.06,0
"4869","DC1","Shallow",2009-08-18,0.07,0.01
"4870","DC1","Shallow",2009-06-16,0.06,-0.01
"4871","DC1","Shallow",2009-10-21,0.05,-0.01
"4872","DC1","Shallow",2009-11-18,0.06,0.01
"4873","DC1","Shallow",2009-12-16,0.05,-0.01
"4898","ESC","Shallow",2008-01-23,0.05,0.02
"4899","ESC","Shallow",2008-02-19,0.1,0.05
"4900","ESC","Shallow",2008-03-25,0.05,-0.05
"4901","ESC","Shallow",2008-04-22,0.05,0
"4902","ESC","Shallow",2008-05-20,0.05,0
"4903","ESC","Shallow",2008-06-24,0.05,0
"4904","ESC","Shallow",2008-07-23,0.05,0
"4905","ESC","Shallow",2008-08-19,0.05,0
"4906","ESC","Shallow",2008-09-23,0.05,0
"4907","ESC","Shallow",2008-10-21,0.1,0.05
"4908","ESC","Shallow",2008-11-18,0.05,-0.05
"4909","ESC","Shallow",2008-12-16,0.05,0
"4910","ESC","Shallow",2009-01-21,0.05,0
"4911","ESC","Shallow",2009-02-17,0.05,0
"4912","ESC","Shallow",2009-03-18,0.05,0
"4913","ESC","Shallow",2009-04-22,0.05,0
"4914","ESC","Shallow",2009-05-19,0.05,0
"4915","ESC","Shallow",2009-06-16,0.05,0
"4916","ESC","Shallow",2009-07-21,0.05,0
"4917","ESC","Shallow",2009-08-18,0.06,0.01
"4918","ESC","Shallow",2009-09-15,0.05,-0.01
"4919","ESC","Shallow",2009-10-20,0.05,0
"4920","ESC","Shallow",2009-11-17,0.05,0
"4921","ESC","Shallow",2009-12-15,0.05,0
"4946","HUM","Shallow",2008-01-23,0.05,0.04
"4947","HUM","Shallow",2008-02-19,0.05,0
"4948","HUM","Shallow",2008-03-24,0.05,0
"4949","HUM","Shallow",2008-04-22,0.05,0
"4950","HUM","Shallow",2008-05-20,0.05,0
"4951","HUM","Shallow",2008-06-25,0.05,0
"4952","HUM","Shallow",2008-07-23,0.05,0
"4953","HUM","Shallow",2008-08-20,0.05,0
"4954","HUM","Shallow",2008-09-23,0.05,0
"4955","HUM","Shallow",2008-10-21,0.05,0
"4956","HUM","Shallow",2008-11-18,0.05,0
"4957","HUM","Shallow",2008-12-16,0.05,0
"4958","HUM","Shallow",2009-01-21,0.05,0
"4959","HUM","Shallow",2009-02-17,0.05,0
"4960","HUM","Shallow",2009-03-17,0.05,0
"4961","HUM","Shallow",2009-04-22,0.05,0
"4962","HUM","Shallow",2009-05-19,0.05,0
"4963","HUM","Shallow",2009-08-16,0.05,0
"4964","HUM","Shallow",2009-07-21,0.05,0
"4965","HUM","Shallow",2009-08-19,0.05,0
"4966","HUM","Shallow",2009-09-15,0.05,0
"4967","HUM","Shallow",2009-10-20,0.05,0
"4968","HUM","Shallow",2009-11-17,0.05,0
"4969","HUM","Shallow",2009-12-15,0.05,0
"4994","LAT","Shallow",2008-01-22,0.05,0.04
"4995","LAT","Shallow",2008-02-20,0.05,0
"4996","LAT","Shallow",2008-03-25,0.05,0
"4997","LAT","Shallow",2008-04-23,0.05,0
"4998","LAT","Shallow",2008-05-21,0.05,0
"4999","LAT","Shallow",2008-06-24,0.05,0
"5000","LAT","Shallow",2008-07-24,0.05,0
"5001","LAT","Shallow",2008-08-19,0.05,0
"5002","LAT","Shallow",2008-09-24,0.05,0
"5003","LAT","Shallow",2008-10-22,0.05,0
"5004","LAT","Shallow",2008-11-19,0.05,0
"5005","LAT","Shallow",2008-12-16,0.05,0
"5006","LAT","Shallow",2009-01-22,0.05,0
"5007","LAT","Shallow",2009-02-16,0.05,0
"5008","LAT","Shallow",2009-03-18,0.05,0
"5009","LAT","Shallow",2009-04-23,0.05,0
"5010","LAT","Shallow",2009-05-20,0.05,0
"5011","LAT","Shallow",2009-06-17,0.05,0
"5012","LAT","Shallow",2009-07-22,0.05,0
"5013","LAT","Shallow",2009-08-19,0.05,0
"5014","LAT","Shallow",2009-09-16,0.05,0
"5015","LAT","Shallow",2009-10-21,0.05,0
"5016","LAT","Shallow",2009-11-10,0.05,0
"5017","LAT","Shallow",2009-12-10,0.05,0
"5042","MLR","Shallow",2008-01-22,0.05,0.01
"5043","MLR","Shallow",2008-02-20,0.05,0
"5044","MLR","Shallow",2008-03-25,0.05,0
"5045","MLR","Shallow",2008-04-23,0.05,0
"5046","MLR","Shallow",2008-05-21,0.05,0
"5047","MLR","Shallow",2008-06-24,0.05,0
"5048","MLR","Shallow",2008-07-24,0.05,0
"5049","MLR","Shallow",2008-08-19,0.06,0.01
"5050","MLR","Shallow",2008-09-24,0.06,0
"5051","MLR","Shallow",2008-10-22,0.05,-0.01
"5052","MLR","Shallow",2008-11-19,0.06,0.01
"5053","MLR","Shallow",2008-12-16,0.05,-0.01
"5054","MLR","Shallow",2009-01-22,0.06,0.01
"5055","MLR","Shallow",2009-02-18,0.06,0
"5056","MLR","Shallow",2009-03-18,0.06,0
"5057","MLR","Shallow",2009-04-23,0.06,0
"5058","MLR","Shallow",2009-05-20,0.05,-0.01
"5059","MLR","Shallow",2009-06-17,0.06,0.01
"5060","MLR","Shallow",2009-07-22,0.06,0
"5061","MLR","Shallow",2009-08-18,0.06,0
"5062","MLR","Shallow",2009-09-18,0.05,-0.01
"5063","MLR","Shallow",2009-10-21,0.05,0
"5064","MLR","Shallow",2009-11-18,0.05,0
"5065","MLR","Shallow",2009-12-16,0.05,0
"5090","RAI","Shallow",2008-01-23,0.05,0.02
"5091","RAI","Shallow",2008-02-19,0.05,0
"5092","RAI","Shallow",2008-03-25,0.05,0
"5093","RAI","Shallow",2008-04-22,0.05,0
"5094","RAI","Shallow",2008-05-20,0.05,0
"5095","RAI","Shallow",2008-06-24,0.05,0
"5096","RAI","Shallow",2008-07-23,0.05,0
"5097","RAI","Shallow",2008-08-20,0.05,0
"5098","RAI","Shallow",2008-09-23,0.05,0
"5099","RAI","Shallow",2008-10-21,0.05,0
"5100","RAI","Shallow",2008-11-18,0.05,0
"5101","RAI","Shallow",2008-12-16,0.05,0
"5102","RAI","Shallow",2009-01-21,0.05,0
"5103","RAI","Shallow",2009-02-17,0.05,0
"5104","RAI","Shallow",2009-03-17,0.05,0
"5105","RAI","Shallow",2009-04-22,0.05,0
"5106","RAI","Shallow",2009-05-19,0.05,0
"5107","RAI","Shallow",2009-06-15,0.05,0
"5108","RAI","Shallow",2009-07-21,0.05,0
"5109","RAI","Shallow",2009-08-19,0.05,0
"5110","RAI","Shallow",2009-09-15,0.05,0
"5111","RAI","Shallow",2009-10-20,0.05,0
"5112","RAI","Shallow",2009-11-17,0.05,0
"5113","RAI","Shallow",2009-12-15,0.05,0
"5138","TAR","Shallow",2008-01-22,0.05,0.04
"5139","TAR","Shallow",2008-02-20,0.05,0
"5140","TAR","Shallow",2008-03-25,0.05,0
"5141","TAR","Shallow",2008-04-23,0.05,0
"5142","TAR","Shallow",2008-05-21,0.05,0
"5143","TAR","Shallow",2008-06-24,0.05,0
"5144","TAR","Shallow",2008-07-23,0.05,0
"5145","TAR","Shallow",2008-08-19,0.05,0
"5146","TAR","Shallow",2008-09-24,0.05,0
"5147","TAR","Shallow",2008-10-22,0.05,0
"5148","TAR","Shallow",2008-11-19,0.05,0
"5149","TAR","Shallow",2008-12-18,0.05,0
"5150","TAR","Shallow",2009-01-22,0.05,0
"5151","TAR","Shallow",2009-02-18,0.05,0
"5152","TAR","Shallow",2009-03-18,0.05,0
"5153","TAR","Shallow",2009-04-23,0.05,0
"5154","TAR","Shallow",2009-05-20,0.05,0
"5155","TAR","Shallow",2009-06-17,0.05,0
"5156","TAR","Shallow",2009-07-22,0.05,0
"5157","TAR","Shallow",2009-08-19,0.05,0
"5158","TAR","Shallow",2009-09-18,0.05,0
"5159","TAR","Shallow",2009-10-21,0.05,0
"5160","TAR","Shallow",2009-11-18,0.05,0
"5161","TAR","Shallow",2009-12-16,0.05,0
"5186","TMR","Shallow",2008-01-22,0.05,0
"5187","TMR","Shallow",2008-02-20,0.05,0
"5188","TMR","Shallow",2008-03-24,0.06,0.01
"5189","TMR","Shallow",2008-04-23,0.05,-0.01
"5190","TMR","Shallow",2008-05-21,0.06,0.01
"5191","TMR","Shallow",2008-06-25,0.06,0
"5192","TMR","Shallow",2008-07-24,0.07,0.01
"5193","TMR","Shallow",2008-08-20,0.07,0
"5194","TMR","Shallow",2008-09-24,0.06,-0.01
"5195","TMR","Shallow",2008-10-22,0.05,-0.01
"5196","TMR","Shallow",2008-11-19,0.07,0.02
"5197","TMR","Shallow",2008-12-18,0.06,-0.01
"5198","TMR","Shallow",2009-01-22,0.06,0
"5199","TMR","Shallow",2009-02-18,0.06,0
"5200","TMR","Shallow",2009-03-18,0.06,0
"5201","TMR","Shallow",2009-04-23,0.06,0
"5202","TMR","Shallow",2009-05-20,0.06,0
"5203","TMR","Shallow",2009-06-17,0.07,0.01
"5204","TMR","Shallow",2009-07-22,0.07,0
"5205","TMR","Shallow",2009-08-18,0.08,0.01
"5206","TMR","Shallow",2009-09-16,0.07,-0.01
"5207","TMR","Shallow",2009-10-21,0.07,0
"5208","TMR","Shallow",2009-11-18,0.07,0
"5209","TMR","Shallow",2009-12-16,0.05,-0.02
"5234","M12","Shallow",2008-01-31,0.44,0.22
"5235","M12","Shallow",2008-02-21,0.5,0.06
"5236","M12","Shallow",2008-03-30,0.58,0.08
"5237","M12","Shallow",2008-04-29,0.85,0.27
"5238","M12","Shallow",2008-05-27,0.51,-0.34
"5239","M12","Shallow",2008-06-30,0.36,-0.15
"5240","M12","Shallow",2008-07-31,0.43,0.07
"5241","M12","Shallow",2008-08-27,0.27,-0.16
"5242","M12","Shallow",2008-09-30,0.38,0.11
"5243","M12","Shallow",2008-10-28,0.2,-0.18
"5244","M12","Shallow",2008-11-25,0.43,0.23
"5245","M12","Shallow",2008-12-27,0.4,-0.03
"5246","M12","Shallow",2009-01-27,0.31,-0.09
"5247","M12","Shallow",2009-02-26,0.64,0.33
"5248","M12","Shallow",2009-03-25,0.44,-0.2
"5249","M12","Shallow",2009-04-27,0.52,0.08
"5250","M12","Shallow",2009-05-26,0.42,-0.1
"5251","M12","Shallow",2009-06-26,0.54,0.12
"5252","M12","Shallow",2009-07-28,0.37,-0.17
"5253","M12","Shallow",2009-08-25,0.4,0.03
"5254","M12","Shallow",2009-09-23,0.21,-0.19
"5255","M12","Shallow",2009-10-27,0.17,-0.04
"5256","M12","Shallow",2009-11-25,0.49,0.32
"5257","M12","Shallow",2009-12-22,0.34,-0.15
"5282","M2","Shallow",2008-01-31,0.75,0.34
"5283","M2","Shallow",2008-02-21,0.74,-0.01
"5284","M2","Shallow",2008-03-30,0.84,0.1
"5285","M2","Shallow",2008-04-29,1.1,0.26
"5286","M2","Shallow",2008-05-27,0.76,-0.34
"5287","M2","Shallow",2008-06-30,0.7,-0.0600000000000001
"5288","M2","Shallow",2008-07-31,0.61,-0.09
"5289","M2","Shallow",2008-08-27,0.28,-0.33
"5290","M2","Shallow",2008-09-30,0.56,0.28
"5291","M2","Shallow",2008-10-28,0.39,-0.17
"5292","M2","Shallow",2008-11-25,0.67,0.28
"5293","M2","Shallow",2008-12-22,0.48,-0.19
"5294","M2","Shallow",2009-01-27,0.79,0.31
"5295","M2","Shallow",2009-02-25,0.56,-0.23
"5296","M2","Shallow",2009-03-25,0.86,0.3
"5297","M2","Shallow",2009-04-27,1.01,0.15
"5298","M2","Shallow",2009-05-26,0.6,-0.41
"5299","M2","Shallow",2009-06-23,0.66,0.0600000000000001
"5300","M2","Shallow",2009-07-28,0.53,-0.13
"5301","M2","Shallow",2009-08-25,0.49,-0.04
"5302","M2","Shallow",2009-09-23,0.28,-0.21
"5303","M2","Shallow",2009-10-27,0.37,0.09
"5304","M2","Shallow",2009-11-25,0.73,0.36
"5305","M2","Shallow",2009-12-22,0.81,0.0800000000000001
"5330","M5","Shallow",2008-01-31,0.6,0.22
"5331","M5","Shallow",2008-02-21,0.62,0.02
"5332","M5","Shallow",2008-03-30,0.85,0.23
"5333","M5","Shallow",2008-04-29,0.97,0.12
"5334","M5","Shallow",2008-05-27,0.68,-0.29
"5335","M5","Shallow",2008-06-30,0.36,-0.32
"5336","M5","Shallow",2008-07-31,0.57,0.21
"5337","M5","Shallow",2008-08-27,0.41,-0.16
"5338","M5","Shallow",2008-09-30,0.52,0.11
"5339","M5","Shallow",2008-10-28,0.32,-0.2
"5340","M5","Shallow",2008-11-25,0.61,0.29
"5341","M5","Shallow",2008-12-22,0.37,-0.24
"5342","M5","Shallow",2009-01-27,0.72,0.35
"5343","M5","Shallow",2009-02-26,0.78,0.0600000000000001
"5344","M5","Shallow",2009-03-25,0.6,-0.18
"5345","M5","Shallow",2009-04-27,0.93,0.33
"5346","M5","Shallow",2009-05-26,0.66,-0.27
"5347","M5","Shallow",2009-06-23,0.65,-0.01
"5348","M5","Shallow",2009-07-28,0.35,-0.3
"5349","M5","Shallow",2009-08-25,0.57,0.22
"5350","M5","Shallow",2009-09-23,0.28,-0.29
"5351","M5","Shallow",2009-10-27,0.16,-0.12
"5352","M5","Shallow",2009-11-25,0.72,0.56
"5353","M5","Shallow",2009-12-22,0.32,-0.4
"5378","RAP","Shallow",2008-01-31,0.7,0.44
"5379","RAP","Shallow",2008-02-21,0.48,-0.22
"5380","RAP","Shallow",2008-03-30,0.94,0.46
"5381","RAP","Shallow",2008-04-29,0.8,-0.14
"5382","RAP","Shallow",2008-05-27,0.66,-0.14
"5383","RAP","Shallow",2008-06-30,0.61,-0.05
"5384","RAP","Shallow",2008-07-31,0.49,-0.12
"5385","RAP","Shallow",2008-08-27,0.2,-0.29
"5386","RAP","Shallow",2008-09-30,0.36,0.16
"5387","RAP","Shallow",2008-10-28,0.22,-0.14
"5388","RAP","Shallow",2008-11-25,0.46,0.24
"5389","RAP","Shallow",2008-12-22,0.53,0.07
"5390","RAP","Shallow",2009-01-27,0.58,0.0499999999999999
"5391","RAP","Shallow",2009-02-26,0.71,0.13
"5392","RAP","Shallow",2009-03-25,0.78,0.0700000000000001
"5393","RAP","Shallow",2009-04-26,0.92,0.14
"5394","RAP","Shallow",2009-05-26,0.54,-0.38
"5395","RAP","Shallow",2009-06-23,0.56,0.02
"5396","RAP","Shallow",2009-07-28,0.45,-0.11
"5397","RAP","Shallow",2009-08-25,0.5,0.05
"5398","RAP","Shallow",2009-09-23,0.35,-0.15
"5399","RAP","Shallow",2009-10-27,0.27,-0.08
"5400","RAP","Shallow",2009-11-25,0.65,0.38
"5401","RAP","Shallow",2009-12-22,0.51,-0.14
"5406","RCO","Shallow",2008-01-31,0.59,0.21
"5407","RCO","Shallow",2008-02-21,0.59,0
"5408","RCO","Shallow",2008-03-30,0.88,0.29
"5409","RCO","Shallow",2008-04-29,1.07,0.19
"5410","RCO","Shallow",2008-05-27,0.74,-0.33
"5411","RCO","Shallow",2008-06-30,0.7,-0.04
"5412","RCO","Shallow",2008-07-31,0.61,-0.09
"5413","RCO","Shallow",2008-08-27,0.26,-0.35
"5414","RCO","Shallow",2008-09-30,0.38,0.12
"5415","RCO","Shallow",2008-10-28,0.3,-0.08
"5416","RCO","Shallow",2008-11-25,0.69,0.39
"5417","RCO","Shallow",2008-12-22,0.52,-0.17
"5418","RCO","Shallow",2009-01-27,0.75,0.23
"5419","RCO","Shallow",2009-02-26,0.75,0
"5420","RCO","Shallow",2009-03-25,0.79,0.04
"5421","RCO","Shallow",2009-04-27,0.97,0.18
"5422","RCO","Shallow",2009-05-26,0.48,-0.49
"5423","RCO","Shallow",2009-06-23,0.54,0.0600000000000001
"5424","RCO","Shallow",2009-07-28,0.59,0.0499999999999999
"5425","RCO","Shallow",2009-08-25,0.5,-0.09
"5426","RCO","Shallow",2009-09-23,0.37,-0.13
"5427","RCO","Shallow",2009-10-27,0.37,0
"5428","RCO","Shallow",2009-11-25,0.65,0.28
"5429","RCO","Shallow",2009-12-22,0.59,-0.0600000000000001
"5612","BOP","Shallow",2010-01-12,0.07,0.02
"5613","BOP","Shallow",2010-02-10,0.08,0.01
"5614","BOP","Shallow",2010-03-17,0.07,-0.01
"5615","BOP","Shallow",2010-04-14,0.08,0.01
"5616","BOP","Shallow",2010-06-22,0.07,-0.01
"5617","BOP","Shallow",2010-07-27,0.07,0
"5618","BOP","Shallow",2010-08-11,0.06,-0.01
"5619","BOP","Shallow",2010-09-15,0.05,-0.01
"5620","BOP","Shallow",2010-10-13,0.06,0.01
"5621","BOP","Shallow",2010-11-17,0.06,0
"5622","BOP","Shallow",2010-12-16,0.03,-0.03
"5623","DCH","Shallow",2010-01-12,0.05,0
"5624","DCH","Shallow",2010-02-10,0.05,0
"5625","DCH","Shallow",2010-03-17,0.05,0
"5626","DCH","Shallow",2010-04-14,0.05,0
"5627","DCH","Shallow",2010-05-31,0.05,0
"5628","DCH","Shallow",2010-06-22,0.05,0
"5629","DCH","Shallow",2010-07-27,0.05,0
"5630","DCH","Shallow",2010-08-11,0.05,0
"5631","DCH","Shallow",2010-09-15,0.05,0
"5632","DCH","Shallow",2010-10-13,0.05,0
"5633","DCH","Shallow",2010-11-17,0.05,0
"5634","DCH","Shallow",2010-12-16,0.03,-0.02
"5635","ERP","Shallow",2010-01-12,0.06,0.01
"5636","ERP","Shallow",2010-02-10,0.07,0.01
"5637","ERP","Shallow",2010-03-17,0.06,-0.01
"5638","ERP","Shallow",2010-04-14,0.07,0.01
"5639","ERP","Shallow",2010-05-31,0.09,0.02
"5640","ERP","Shallow",2010-06-22,0.05,-0.04
"5641","ERP","Shallow",2010-07-27,0.08,0.03
"5642","ERP","Shallow",2010-08-11,0.05,-0.03
"5643","ERP","Shallow",2010-09-15,0.05,0
"5644","ERP","Shallow",2010-10-13,0.06,0.01
"5645","ERP","Shallow",2010-11-17,0.05,-0.01
"5646","ERP","Shallow",2010-12-16,0.02,-0.03
"5647","PNP","Shallow",2010-01-12,0.05,0
"5648","PNP","Shallow",2010-02-10,0.06,0.01
"5649","PNP","Shallow",2010-03-17,0.06,0
"5650","PNP","Shallow",2010-04-14,0.06,0
"5651","PNP","Shallow",2010-05-31,0.06,0
"5652","PNP","Shallow",2010-06-22,0.05,-0.01
"5653","PNP","Shallow",2010-07-27,0.05,0
"5654","PNP","Shallow",2010-08-11,0.05,0
"5655","PNP","Shallow",2010-09-15,0.05,0
"5656","PNP","Shallow",2010-10-13,0.05,0
"5657","PNP","Shallow",2010-11-17,0.05,0
"5658","PNP","Shallow",2010-12-18,0.02,-0.03
"5659","TAG","Shallow",2010-01-12,0.05,0
"5660","TAG","Shallow",2010-02-10,0.05,0
"5661","TAG","Shallow",2010-03-17,0.05,0
"5662","TAG","Shallow",2010-04-14,0.06,0.01
"5663","TAG","Shallow",2010-05-31,0.06,0
"5664","TAG","Shallow",2010-06-22,0.05,-0.01
"5665","TAG","Shallow",2010-07-27,0.05,0
"5666","TAG","Shallow",2010-08-11,0.05,0
"5667","TAG","Shallow",2010-09-15,0.05,0
"5668","TAG","Shallow",2010-10-13,0.05,0
"5669","TAG","Shallow",2010-11-17,0.05,0
"5670","TAG","Shallow",2010-12-16,0.03,-0.02
"5723","ARN","Shallow",2010-01-19,0.03,-0.02
"5724","ARN","Shallow",2010-02-23,0.04,0.01
"5725","ARN","Shallow",2010-03-23,0.04,0
"5726","ARN","Shallow",2010-04-21,0.04,0
"5727","ARN","Shallow",2010-05-25,0.04,0
"5728","ARN","Shallow",2010-06-24,0.04,0
"5729","ARN","Shallow",2010-07-22,0.03,-0.01
"5730","ARN","Shallow",2010-08-17,0.04,0.01
"5731","ARN","Shallow",2010-09-23,0.03,-0.01
"5732","ARN","Shallow",2010-10-19,0.03,0
"5733","ARN","Shallow",2010-11-23,0.02,-0.01
"5734","ARN","Shallow",2010-12-14,0.02,0
"5735","BAT","Shallow",2010-01-19,0.04,-0.01
"5736","BAT","Shallow",2010-02-23,0.04,0
"5737","BAT","Shallow",2010-03-23,0.04,0
"5738","BAT","Shallow",2010-04-21,0.05,0.01
"5739","BAT","Shallow",2010-05-25,0.05,0
"5740","BAT","Shallow",2010-06-15,0.05,0
"5741","BAT","Shallow",2010-07-22,0.05,0
"5742","BAT","Shallow",2010-08-17,0.05,0
"5743","BAT","Shallow",2010-09-23,0.04,-0.01
"5744","BAT","Shallow",2010-10-19,0.04,0
"5745","BAT","Shallow",2010-11-24,0.04,0
"5746","BAT","Shallow",2010-12-15,0.03,-0.01
"5747","HUM","Shallow",2010-01-19,0.02,-0.03
"5748","HUM","Shallow",2010-02-23,0.02,0
"5749","HUM","Shallow",2010-03-23,0.02,0
"5750","HUM","Shallow",2010-04-21,0.02,0
"5751","HUM","Shallow",2010-05-25,0.02,0
"5752","HUM","Shallow",2010-06-24,0.02,0
"5753","HUM","Shallow",2010-07-22,0.02,0
"5754","HUM","Shallow",2010-08-17,0.02,0
"5755","HUM","Shallow",2010-09-23,0.02,0
"5756","HUM","Shallow",2010-10-19,0.01,-0.01
"5757","HUM","Shallow",2010-11-23,0.01,0
"5758","HUM","Shallow",2010-12-14,0.01,0
"5759","MLR","Shallow",2010-01-20,0.05,0
"5760","MLR","Shallow",2010-02-25,0.05,0
"5761","MLR","Shallow",2010-03-25,0.05,0
"5762","MLR","Shallow",2010-04-20,0.05,0
"5763","MLR","Shallow",2010-05-26,0.05,0
"5764","MLR","Shallow",2010-06-16,0.05,0
"5765","MLR","Shallow",2010-07-23,0.05,0
"5766","MLR","Shallow",2010-08-19,0.05,0
"5767","MLR","Shallow",2010-09-21,0.05,0
"5768","MLR","Shallow",2010-10-20,0.05,0
"5769","MLR","Shallow",2010-11-24,0.04,-0.01
"5770","MLR","Shallow",2010-12-15,0.04,0
"5771","RAI","Shallow",2010-01-19,0.03,-0.02
"5772","RAI","Shallow",2010-02-23,0.03,0
"5773","RAI","Shallow",2010-03-23,0.04,0.01
"5774","RAI","Shallow",2010-04-21,0.04,0
"5775","RAI","Shallow",2010-05-25,0.04,0
"5776","RAI","Shallow",2010-06-15,0.04,0
"5777","RAI","Shallow",2010-07-22,0.04,0
"5778","RAI","Shallow",2010-08-17,0.04,0
"5779","RAI","Shallow",2010-09-23,0.03,-0.01
"5780","RAI","Shallow",2010-10-19,0.03,0
"5781","RAI","Shallow",2010-11-23,0.03,0
"5782","RAI","Shallow",2010-12-14,0.02,-0.01
"5783","BCI","Shallow",2010-01-19,0.04,-0.01
"5784","BCI","Shallow",2010-02-23,0.05,0.01
"5785","BCI","Shallow",2010-03-23,0.05,0
"5786","BCI","Shallow",2010-04-21,0.05,0
"5787","BCI","Shallow",2010-05-25,0.05,0
"5788","BCI","Shallow",2010-06-15,0.05,0
"5789","BCI","Shallow",2010-07-22,0.05,0
"5790","BCI","Shallow",2010-08-17,0.05,0
"5791","BCI","Shallow",2010-09-23,0.04,-0.01
"5792","BCI","Shallow",2010-10-19,0.04,0
"5793","BCI","Shallow",2010-11-24,0.04,0
"5794","BCI","Shallow",2010-12-15,0.03,-0.01
"5795","DC1","Shallow",2010-01-20,0.05,0
